,State,PostalCode,Longitude,Latitude
3569,MI,48243,-83.04,42.33
3572,NJ,07094,-74.06,40.78
3574,MA,02043,-70.9,42.25
3579,CA,92505,-117.49,33.9
3581,TX,75034,-96.84,33.11
3582,VA,23455,-76.13,36.87
3583,NJ,07310,-74.03,40.73
3584,VA,23832,-77.51,37.38
3586,CA,94928,-122.72,38.35
3592,CA,95210,-121.29,38.0
3594,CA,95050,-121.94,37.34
3595,GA,30161,-85.16,34.25
3596,MI,48197,-83.63,42.25
3597,IN,47129,-85.77,38.31
3598,CA,95603,-121.06,38.92
3599,IN,46033,-86.12,40.0
3600,OH,43606,-83.62,41.68
3601,CA,93906,-121.66,36.72
3602,OR,97405,-123.09,44.03
3606,FL,33625,-82.58,28.07
3607,WA,98003,-122.32,47.29
3608,TX,76034,-97.1,32.88
3609,WA,98057,-122.21,47.48
3611,OH,45242,-84.47,39.3
3613,VA,24502,-79.18,37.35
3614,CA,90036,-118.34,34.07
3615,OH,45208,-84.44,39.15
3616,CA,95814,-121.49,38.58
3619,IL,60540,-88.12,41.8
3620,OH,44256,-81.86,41.16
3622,KS,66112,-94.76,39.12
3623,IN,46516,-85.96,41.69
3626,WI,53132,-87.95,42.93
3628,MN,55403,-93.27,44.97
3629,NY,10010,-73.99,40.74
3630,WA,98110,-122.52,47.64
3632,AZ,85034,-112.01,33.44
3634,CA,92649,-118.04,33.72
3637,WA,98837,-119.27,47.13
3638,CO,80016,-104.72,39.58
3641,PA,18109,-75.44,40.65
3644,CA,90603,-118.0,33.94
3645,AZ,85003,-112.07,33.47
3647,MN,55901,-92.53,44.07
3649,VA,22554,-77.41,38.47
3651,NC,28412,-77.89,34.2
3652,NM,87123,-106.53,35.07
3654,IL,61820,-88.24,40.14
3656,NJ,08837,-74.34,40.55
3657,MI,48108,-83.67,42.25
3658,TX,78216,-98.5,29.52
3660,WY,82009,-104.76,41.16
3663,TN,37863,-83.58,35.8
3664,NC,27105,-80.28,36.19
3666,CA,92660,-117.86,33.66
3668,MI,48084,-83.18,42.56
3670,CO,81301,-107.89,37.27
3671,TX,78701,-97.74,30.27
3672,FL,33317,-80.24,26.12
3674,CA,91304,-118.61,34.22
3675,MA,02339,-70.84,42.14
3676,WI,53207,-87.91,42.99
3678,CA,93722,-119.88,36.83
3681,FL,33165,-80.38,25.73
3682,OR,97210,-122.7,45.53
3683,DC,20010,-77.03,38.93
3686,MN,55421,-93.25,45.06
3687,VA,22033,-77.36,38.86
3689,WA,99202,-117.4,47.67
3690,SC,29464,-79.83,32.83
3691,WA,98118,-122.28,47.54
3694,PA,18101,-75.47,40.6
3695,TN,37075,-86.62,36.3
3696,TX,77032,-95.33,29.99
3697,IN,46208,-86.17,39.84
3698,IA,51503,-95.83,41.24
3699,FL,32779,-81.41,28.69
3700,IN,47803,-87.38,39.47
3702,AZ,85021,-112.1,33.54
3703,MA,01757,-71.5,42.16
3706,NC,27284,-80.1,36.11
3709,VA,23111,-77.35,37.6
3713,MI,48092,-83.08,42.49
3714,OR,97225,-122.76,45.49
3715,GA,30080,-84.49,33.84
3716,CT,06033,-72.62,41.72
3717,FL,34604,-82.6,28.5
3719,OR,97123,-122.91,45.5
3722,TN,37066,-86.52,36.35
3728,MA,01824,-71.36,42.62
3730,TX,75087,-96.46,32.9
3731,KS,66206,-94.63,38.96
3732,NE,68046,-96.04,41.18
3739,NC,28277,-80.81,35.06
3741,IN,46032,-86.13,39.96
3742,NY,10021,-73.96,40.77
3743,VA,20148,-77.51,39.03
3745,CA,92345,-117.39,34.43
3746,NV,89014,-115.04,36.06
3747,AL,35210,-86.72,33.53
3753,KS,66046,-95.25,38.94
3754,MD,20912,-76.99,38.99
3758,MS,38801,-88.74,34.26
3762,FL,33767,-82.83,27.98
3764,CA,95125,-121.93,37.29
3765,OR,97209,-122.68,45.53
3766,TN,37215,-86.82,36.11
3767,OH,43701,-82.02,39.98
3768,TX,77840,-96.32,30.64
3770,CA,93308,-119.08,35.44
3774,WI,54449,-90.16,44.68
3775,WA,98499,-122.51,47.17
3779,CO,80923,-104.74,38.93
3780,KS,67846,-100.84,37.98
3782,NJ,08002,-75.04,39.92
3783,WA,98105,-122.31,47.66
3787,WA,98105,-122.28,47.66
3788,NY,11430,-73.78,40.65
3790,NY,10010,-73.98,40.74
3791,WA,99218,-117.4,47.75
3792,VA,22314,-77.05,38.81
3793,GA,30542,-83.91,34.18
3794,WI,53005,-88.07,43.04
3795,AZ,85382,-112.24,33.68
3796,WA,98499,-122.51,47.19
3797,AZ,85707,-110.86,32.22
3798,IN,46203,-86.08,39.7
3799,CA,92128,-117.07,33.02
3800,IA,50702,-92.33,42.46
3801,NY,11374,-73.87,40.73
3804,CA,91355,-118.56,34.42
3806,MN,55126,-93.15,45.06
3807,NY,11234,-73.92,40.61
3808,MA,01940,-71.03,42.52
3810,AZ,85022,-112.07,33.64
3811,OR,97031,-121.5,45.71
3815,SC,29841,-81.96,33.5
3816,TX,75069,-96.97,32.92
3819,WI,53214,-88.05,43.01
3821,MO,63101,-90.19,38.63
3822,CA,94520,-122.03,37.98
3823,FL,33143,-80.29,25.7
3824,IL,61761,-88.96,40.51
3825,GA,30281,-84.22,33.51
3827,OH,44144,-81.73,41.43
3829,TN,37219,-86.78,36.16
3830,WA,98665,-122.66,45.68
3831,CA,94105,-122.39,37.79
3832,CA,95620,-121.84,38.46
3833,MA,02116,-71.06,42.35
3836,NV,89502,-119.8,39.53
3837,MD,21784,-76.95,39.41
3838,PA,15241,-80.05,40.34
3839,OR,97060,-122.43,45.53
3840,CO,81632,-106.59,39.64
3842,UT,84107,-111.89,40.66
3844,CA,92075,-117.25,33.0
3845,TX,75041,-96.65,32.86
3846,MN,55405,-93.29,44.96
3847,CA,94564,-122.29,38.0
3848,CA,91505,-118.34,34.15
3851,FL,33609,-82.51,27.94
3852,PA,19342,-75.53,39.88
3857,AZ,85367,-114.41,32.66
3858,OH,44102,-81.77,41.49
3861,CA,91748,-117.91,33.99
3863,OR,97504,-122.87,42.34
3865,NY,11720,-73.1,40.88
3866,CA,90033,-118.21,34.06
3867,PA,15231,-80.26,40.5
3868,GA,30019,-83.91,34.07
3869,CT,06840,-73.5,41.15
3872,WA,98199,-122.4,47.64
3873,NY,14624,-77.69,43.13
3875,IL,60108,-88.07,41.96
3876,NY,12203,-73.85,42.69
3878,OR,97230,-122.48,45.53
3882,FL,34741,-81.44,28.3
3883,IA,52404,-91.72,41.96
3884,FL,32218,-81.66,30.43
3885,CA,92101,-117.2,32.73
3886,MI,48108,-83.74,42.24
3888,SC,29910,-80.85,32.25
3889,AZ,85251,-111.91,33.49
3891,TX,75080,-96.77,32.98
3893,FL,33315,-80.14,26.07
3894,CA,94087,-122.04,37.37
3895,CA,92122,-117.22,32.85
3896,CA,94127,-122.47,37.74
3897,GA,30075,-84.39,34.0
3899,NY,10598,-73.78,41.27
3900,IL,60201,-87.68,42.05
3901,GA,30339,-84.47,33.88
3904,CA,91910,-117.04,32.63
3906,CA,94514,-121.62,37.89
3907,PA,19131,-75.21,40.01
3908,PA,15044,-79.94,40.64
3909,MA,02115,-71.09,42.34
3911,TX,75901,-94.73,31.3
3915,TN,37876,-83.57,35.88
3917,NC,27514,-79.04,35.91
3918,NY,14222,-78.88,42.92
3920,CA,92532,-117.3,33.66
3921,WA,98005,-122.15,47.62
3922,NM,87114,-106.68,35.21
3923,CA,92683,-117.99,33.73
3924,FL,33196,-80.46,25.68
3929,NY,14607,-77.59,43.14
3930,CA,92706,-117.89,33.76
3932,TX,77471,-95.75,29.54
3935,CA,94404,-122.28,37.56
3936,GA,30188,-84.53,34.12
3938,CA,90803,-118.11,33.76
3939,TX,76401,-98.24,32.2
3942,MI,48307,-83.13,42.64
3944,CA,92879,-117.52,33.89
3945,CA,93654,-119.46,36.6
3946,AL,35216,-86.79,33.45
3947,OR,97224,-122.8,45.4
3948,DC,20001,-77.01,38.9
3949,CA,90045,-118.42,33.96
3950,PA,19096,-75.27,40.0
3953,WA,99019,-117.1,47.67
3954,WA,99403,-117.04,46.42
3955,CA,90274,-118.38,33.77
3956,OK,74133,-95.89,36.02
3958,MD,21146,-76.54,39.08
3959,WA,98101,-122.34,47.61
3961,WI,53142,-87.89,42.56
3963,MI,48377,-83.44,42.5
3964,FL,33467,-80.15,26.62
3965,MA,02184,-71.02,42.22
3966,WA,98223,-122.13,48.18
3967,CA,91324,-118.54,34.26
3968,NE,68124,-96.05,41.23
3969,CA,90503,-118.35,33.84
3970,VA,22311,-77.13,38.83
3971,OH,45040,-84.31,39.31
3972,MO,65201,-92.3,38.95
3975,GA,30043,-84.0,33.98
3976,OR,97701,-121.3,44.07
3979,MD,21043,-76.81,39.25
3981,OH,45044,-84.38,39.38
3982,CA,90755,-118.18,33.81
3983,WA,98134,-122.33,47.58
3984,WA,98109,-122.34,47.63
3986,DE,19803,-75.54,39.83
3987,FL,34994,-80.27,27.23
3988,CA,90505,-118.33,33.8
3989,WA,98531,-122.98,46.73
3991,OK,73132,-97.64,35.56
3992,MI,48116,-83.79,42.54
3994,AZ,85255,-111.89,33.7
3995,CA,94611,-122.26,37.82
3996,OR,97058,-121.2,45.61
3998,TN,37343,-85.24,35.12
3999,NC,27705,-78.95,36.02
4000,NJ,07073,-74.08,40.81
4001,CA,94111,-122.4,37.79
4002,GA,30114,-84.46,34.24
4003,NH,03079,-71.22,42.76
4004,TX,77010,-95.36,29.75
4008,CA,92104,-117.12,32.75
4009,CA,92629,-117.7,33.47
4010,AZ,85338,-112.39,33.45
4011,CA,90606,-118.05,33.97
4015,TN,37219,-86.78,36.17
4016,IN,46256,-85.99,39.9
4018,MN,55113,-93.16,45.01
4020,OH,45435,-84.08,39.77
4021,VA,23435,-76.47,36.86
4022,FL,33511,-82.33,27.93
4026,MI,48306,-83.2,42.73
4027,OK,74105,-95.98,36.11
4028,CA,95073,-121.98,37.23
4030,ID,83814,-116.79,47.69
4031,TX,75013,-96.68,33.14
4032,ID,83687,-116.54,43.6
4034,TX,75082,-96.65,33.0
4036,WA,99352,-119.31,46.26
4038,MO,65802,-93.27,37.21
4040,TX,77008,-95.41,29.79
4041,GA,30115,-84.41,34.17
4045,WA,98125,-122.31,47.72
4048,AZ,85250,-111.92,33.53
4051,TX,77056,-95.48,29.73
4052,WA,98003,-122.32,47.31
4054,CA,90028,-118.34,34.1
4055,WI,53201,-87.95,42.99
4058,OR,97060,-122.4,45.52
4059,GA,31904,-84.96,32.51
4060,AZ,85302,-112.2,33.58
4067,TX,78258,-98.49,29.61
4068,MA,02467,-71.17,42.32
4069,CO,80134,-104.77,39.51
4070,WI,53203,-87.92,43.04
4074,VA,22211,-77.08,38.87
4075,CA,94559,-122.27,38.28
4076,MA,01060,-72.63,42.33
4078,CA,96080,-122.22,40.18
4083,CO,80526,-105.12,40.55
4084,SC,29206,-80.96,34.02
4086,MA,02364,-70.71,41.97
4087,OH,44118,-81.54,41.5
4088,TX,76504,-97.36,31.1
4089,NJ,08043,-74.93,39.84
4090,MI,48167,-83.48,42.44
4094,NJ,07936,-74.38,40.81
4096,TN,37604,-82.37,36.31
4098,CA,94015,-122.47,37.67
4099,MD,21093,-76.62,39.43
4100,IL,60035,-87.82,42.17
4101,OR,97035,-122.72,45.41
4103,FL,33026,-80.3,26.01
4105,VA,22401,-77.51,38.3
4106,TX,77056,-95.46,29.75
4107,IL,60546,-87.81,41.85
4109,VA,22305,-77.06,38.82
4110,CO,80918,-104.76,38.89
4112,CA,93405,-120.69,35.25
4113,CA,95110,-121.9,37.34
4116,CO,81007,-104.73,38.31
4117,GA,30534,-84.05,34.35
4118,NY,10103,-73.98,40.76
4121,CA,92231,-115.5,32.68
4124,KY,42104,-86.47,36.96
4127,CA,91722,-117.91,34.09
4128,CA,92583,-116.97,33.8
4132,NY,11557,-73.7,40.64
4133,CA,94596,-122.06,37.9
4136,WA,98516,-122.77,47.06
4138,WA,98008,-122.13,47.62
4143,TX,76107,-97.41,32.73
4149,MN,55414,-93.24,44.97
4151,CA,94070,-122.26,37.5
4152,PA,19122,-75.15,39.98
4157,AZ,85122,-111.74,32.9
4160,AZ,85202,-111.86,33.39
4161,AZ,85331,-111.98,33.8
4163,CT,06333,-72.21,41.36
4165,NJ,07920,-74.58,40.65
4168,NY,10465,-73.84,40.82
4170,CA,95123,-121.8,37.25
4175,KS,66215,-94.74,38.97
4177,CA,92660,-117.91,33.63
4178,CO,80003,-105.05,39.83
4182,IN,47401,-86.5,39.15
4183,CA,94704,-122.27,37.87
4184,NY,10024,-73.97,40.78
4186,CA,91311,-118.61,34.25
4187,IL,60706,-87.81,41.95
4189,CA,91406,-118.47,34.2
4192,MT,59601,-112.02,46.59
4194,TX,78504,-98.21,26.24
4195,MO,63130,-90.34,38.66
4196,CO,81657,-106.42,39.63
4197,MD,21044,-76.88,39.22
4198,TX,78201,-98.55,29.49
4199,OH,44109,-81.69,41.46
4202,NC,28278,-80.97,35.17
4203,IA,50023,-93.6,41.73
4204,VT,05403,-73.21,44.45
4205,CA,92101,-117.16,32.71
4208,TX,76308,-98.53,33.88
4210,CO,80920,-104.76,38.96
4213,AZ,85296,-111.74,33.3
4215,NY,11372,-73.89,40.75
4216,TX,75701,-95.28,32.31
4219,GA,30004,-84.25,34.15
4220,FL,33162,-80.2,25.93
4222,MD,20770,-76.91,39.0
4223,WI,53158,-87.93,42.57
4224,TX,75225,-96.77,32.86
4225,MA,02446,-71.13,42.35
4226,NY,11201,-73.99,40.69
4227,DC,20005,-77.02,38.91
4231,OR,97402,-123.18,44.07
4233,TX,75261,-97.04,32.9
4236,TX,77024,-95.54,29.78
4237,FL,32080,-81.27,29.83
4240,CT,06470,-73.3,41.41
4241,NY,12205,-73.82,42.71
4244,CA,94565,-121.89,38.01
4246,NY,11749,-73.16,40.81
4247,FL,32611,-82.35,29.65
4248,TX,77030,-95.4,29.72
4250,CO,80501,-105.13,40.19
4251,TX,78641,-97.84,30.56
4252,CA,92106,-117.23,32.73
4253,VA,23882,-77.39,36.97
4254,MN,55436,-93.36,44.91
4256,CA,93907,-121.67,36.7
4259,MA,02116,-71.08,42.35
4263,MO,65802,-93.26,37.2
4265,CA,92881,-117.54,33.85
4266,MO,63005,-90.63,38.64
4267,OK,73112,-97.57,35.53
4268,OK,74136,-95.97,36.06
4269,OH,44011,-82.02,41.46
4272,AK,99654,-149.41,61.58
4275,TX,77345,-95.18,30.05
4278,WA,98027,-122.06,47.55
4279,TX,78231,-98.56,29.6
4280,OR,97051,-122.83,45.85
4281,OH,45065,-84.22,39.38
4282,TX,75214,-96.75,32.81
4284,CO,80003,-105.08,39.82
4286,TX,76234,-97.6,33.23
4287,OH,44012,-81.99,41.49
4288,TX,77708,-94.15,30.13
4290,TX,75087,-96.48,32.9
4291,MD,21212,-76.61,39.37
4293,IL,60666,-87.91,41.96
4295,CA,91910,-117.09,32.63
4299,CO,80504,-104.98,40.16
4301,AZ,85281,-111.95,33.42
4302,CA,93610,-120.26,37.13
4304,FL,33809,-81.97,28.1
4307,IL,62704,-89.7,39.77
4309,NY,10003,-73.99,40.73
4310,AL,36801,-85.37,32.64
4311,TX,76548,-97.67,31.07
4312,VA,20155,-77.66,38.78
4314,TN,37402,-85.31,35.05
4317,WA,99218,-117.4,47.75
4321,FL,33027,-80.34,25.98
4326,WA,98031,-122.2,47.42
4327,WA,98686,-122.65,45.72
4329,NC,28277,-80.77,35.07
4332,NJ,08812,-74.5,40.59
4334,TX,75206,-96.77,32.84
4335,TX,77469,-95.74,29.62
4336,CA,92377,-117.37,34.14
4337,MN,55344,-93.43,44.85
4338,NY,10009,-73.98,40.73
4339,NY,10003,-73.99,40.74
4340,HI,96815,-157.82,21.27
4343,PA,19140,-75.15,40.0
4345,TX,78501,-98.27,26.2
4350,WA,98168,-122.27,47.49
4356,OK,73505,-98.49,34.63
4357,NY,12207,-73.75,42.65
4359,NC,28273,-80.88,35.11
4360,NE,68175,-95.96,41.26
4363,CO,80202,-104.99,39.74
4365,CA,95492,-122.82,38.55
4367,AZ,85023,-112.1,33.61
4368,OR,97086,-122.51,45.43
4369,MN,55447,-93.48,45.02
4380,WA,98119,-122.37,47.63
4384,IN,46074,-86.16,40.02
4387,MN,55111,-93.21,44.88
4390,MO,64154,-94.66,39.26
4394,CA,91768,-117.75,34.07
4395,MI,49221,-84.03,41.87
4396,WA,98038,-122.02,47.36
4397,GA,30529,-83.46,34.26
4400,NY,11356,-73.83,40.78
4401,AR,72201,-92.27,34.75
4403,LA,70460,-89.83,30.31
4404,DC,20004,-77.03,38.9
4405,CO,80538,-105.08,40.43
4408,MA,02025,-70.8,42.22
4410,WI,54914,-88.46,44.26
4411,DC,20001,-77.02,38.9
4415,CA,95337,-121.25,37.79
4420,LA,71105,-93.72,32.45
4421,NV,89029,-114.58,35.14
4422,IL,62301,-91.37,39.94
4423,NH,03431,-72.31,42.93
4424,VA,23228,-77.51,37.64
4429,MA,02184,-71.02,42.22
4430,NY,10035,-73.93,40.8
4431,TX,77340,-95.55,30.71
4435,TX,75080,-96.77,32.98
4436,MI,49024,-85.6,42.21
4438,OH,45040,-84.28,39.36
4443,TN,37214,-86.69,36.2
4445,NE,68046,-96.04,41.17
4447,MD,20603,-76.92,38.63
4448,CA,92108,-117.16,32.77
4452,CA,92110,-117.21,32.75
4453,IL,60053,-87.8,42.04
4455,LA,70065,-90.25,30.02
4456,CO,80525,-105.07,40.52
4457,CT,06810,-73.48,41.38
4458,IN,46410,-87.31,41.47
4460,AZ,85027,-112.12,33.67
4464,TN,37064,-86.88,35.89
4469,NV,89109,-115.17,36.12
4471,MN,56308,-95.39,45.85
4472,WA,98405,-122.48,47.24
4476,WA,98033,-122.18,47.68
4478,MA,02375,-71.13,42.02
4480,CA,92408,-117.26,34.07
4482,UT,84112,-111.84,40.77
4483,IL,60409,-87.56,41.6
4487,NJ,07047,-74.02,40.8
4489,OH,43551,-83.6,41.55
4492,UT,84015,-112.06,41.12
4494,NY,10014,-74.0,40.74
4495,MD,20878,-77.2,39.12
4499,OH,43123,-83.04,39.88
4500,NY,10941,-74.37,41.45
4501,AZ,85260,-111.89,33.63
4502,CA,95023,-121.39,36.84
4503,IL,60194,-88.15,42.02
4504,KY,40216,-85.83,38.17
4506,HI,96819,-157.92,21.33
4509,VA,22407,-77.51,38.29
4512,FL,32816,-81.2,28.6
4514,CA,95603,-121.07,38.9
4516,CA,92584,-117.18,33.68
4517,NM,87123,-106.51,35.08
4518,CA,92562,-117.2,33.57
4519,FL,32773,-81.24,28.78
4520,OR,97229,-122.78,45.54
4521,AZ,85042,-112.03,33.38
4522,FL,33186,-80.4,25.66
4526,NY,14225,-78.77,42.91
4528,TX,76179,-97.38,32.88
4530,KY,40004,-85.47,37.83
4532,IA,51104,-96.42,42.51
4534,CA,92117,-117.2,32.81
4535,GA,30525,-83.4,34.88
4538,CA,95678,-121.27,38.74
4539,NJ,08534,-74.78,40.3
4540,MA,01720,-71.45,42.47
4541,NC,28027,-80.74,35.42
4542,OH,43212,-83.04,39.99
4544,OH,44241,-81.35,41.24
4547,NV,89130,-115.25,36.27
4551,CA,90048,-118.38,34.08
4552,MN,55402,-93.27,44.98
4553,WI,54304,-88.08,44.47
4554,SC,29401,-79.93,32.78
4555,IN,47710,-87.57,38.02
4557,NY,10306,-74.11,40.57
4559,CO,80134,-104.79,39.54
4560,CA,92677,-117.71,33.56
4561,TX,77027,-95.45,29.74
4562,MA,02141,-71.08,42.37
4566,CO,81301,-107.88,37.27
4571,CA,93405,-120.67,35.29
4573,TX,78666,-97.94,29.89
4577,FL,33174,-80.36,25.77
4578,IL,60415,-87.78,41.72
4581,OH,43240,-82.98,40.15
4582,CO,80435,-106.06,39.63
4587,NY,12203,-73.79,42.66
4588,NY,11021,-73.73,40.77
4590,TX,76039,-97.1,32.88
4591,CO,80223,-104.99,39.69
4593,NV,89014,-115.04,36.06
4595,TX,77479,-95.62,29.6
4596,IN,47303,-85.39,40.22
4597,TX,79925,-106.4,31.8
4601,IL,60202,-87.68,42.03
4604,WA,99207,-117.41,47.7
4605,WA,98204,-122.11,48.0
4607,TX,77843,-96.35,30.62
4608,VA,23113,-77.69,37.51
4609,TN,37421,-85.16,35.03
4610,CA,91914,-116.97,32.66
4611,WI,53142,-87.86,42.57
4612,TN,37167,-86.56,35.98
4613,VA,23454,-76.0,36.79
4615,OR,97030,-122.41,45.5
4621,NM,87106,-106.61,35.08
4622,UT,84070,-111.89,40.57
4624,NV,89523,-119.87,39.53
4627,IN,47906,-86.92,40.45
4628,CA,91107,-118.08,34.15
4631,CA,95132,-121.86,37.39
4632,TX,77377,-95.64,30.09
4634,NY,10036,-73.99,40.76
4635,OH,44325,-81.51,41.08
4638,FL,33132,-80.19,25.78
4639,IN,46240,-86.11,39.91
4646,CA,95661,-121.23,38.74
4647,TX,78666,-97.94,29.87
4648,TX,75082,-96.7,33.0
4649,CO,80122,-104.96,39.58
4651,WI,53215,-87.95,42.98
4652,WY,82070,-105.56,41.31
4654,CA,93710,-119.77,36.81
4655,OH,44870,-82.7,41.43
4656,CA,90036,-118.35,34.06
4658,TX,77407,-95.72,29.68
4659,CA,92019,-116.94,32.74
4660,KY,42001,-88.69,37.08
4662,MI,48316,-83.03,42.71
4664,DC,20002,-77.01,38.9
4665,NY,10003,-73.99,40.74
4669,MN,55109,-93.02,45.03
4671,DE,19801,-75.55,39.75
4673,CA,95014,-122.01,37.34
4674,CO,80230,-104.9,39.72
4675,AZ,85281,-111.94,33.43
4676,IL,60602,-87.62,41.88
4677,MN,55340,-93.53,45.05
4679,NV,89128,-115.28,36.2
4680,CA,95035,-121.92,37.43
4681,IN,46219,-86.07,39.77
4685,CO,81658,-106.39,39.64
4686,CA,93631,-119.56,36.52
4687,WA,98275,-122.29,47.91
4691,IN,47906,-86.9,40.42
4692,OR,97140,-122.84,45.37
4693,PA,15146,-79.79,40.43
4694,CA,95356,-121.07,37.7
4695,MD,20754,-76.66,38.72
4696,MD,21090,-76.68,39.2
4698,WA,98037,-122.27,47.83
4699,FL,33181,-80.16,25.9
4701,TX,75028,-97.06,33.07
4707,OR,97229,-122.84,45.55
4708,NY,11779,-73.1,40.79
4710,CA,90028,-118.34,34.1
4711,NY,11720,-73.08,40.86
4714,FL,32601,-82.34,29.67
4715,FL,32703,-81.47,28.65
4716,WA,98007,-122.13,47.58
4721,MN,55316,-93.39,45.16
4726,TX,78759,-97.74,30.39
4728,AZ,85007,-112.08,33.47
4730,LA,70433,-90.08,30.44
4734,VA,20166,-77.45,38.95
4735,WA,98226,-122.49,48.79
4737,FL,33496,-80.2,26.41
4740,NY,11373,-73.87,40.73
4741,TX,76201,-97.14,33.23
4742,IL,60540,-88.15,41.77
4743,FL,33901,-81.86,26.6
4746,NY,14615,-77.67,43.21
4748,GA,30121,-84.78,34.17
4751,CA,92374,-117.14,34.07
4754,MD,21224,-76.58,39.28
4755,MO,65802,-93.28,37.22
4756,OR,97220,-122.57,45.58
4758,VA,22150,-77.18,38.78
4761,CA,92121,-117.17,32.91
4762,FL,34997,-80.21,27.13
4763,VA,24073,-80.42,37.16
4764,IL,60714,-87.78,42.01
4766,CA,91773,-117.83,34.11
4767,DC,20001,-77.02,38.9
4769,CA,90292,-118.44,33.98
4770,VA,20152,-77.49,38.92
4772,CA,93001,-119.27,34.26
4773,AZ,85020,-112.06,33.54
4775,LA,70118,-90.12,29.93
4776,VA,22042,-77.2,38.87
4777,MA,01748,-71.54,42.22
4778,CA,95437,-123.81,39.43
4781,CA,94110,-122.41,37.76
4782,OH,43528,-83.7,41.61
4787,CO,80222,-104.94,39.67
4788,OR,97051,-122.83,45.85
4790,AZ,85258,-111.88,33.58
4793,NC,28134,-80.88,35.08
4795,VA,22079,-77.26,38.71
4796,CA,91311,-118.58,34.26
4797,NJ,08012,-75.04,39.73
4798,MO,65065,-92.61,38.16
4799,TX,75001,-96.85,32.94
4800,NY,14221,-78.75,42.96
4801,OH,44106,-81.59,41.5
4802,NC,27560,-78.82,35.81
4803,IL,61761,-88.99,40.53
4808,OR,97071,-122.88,45.16
4809,CA,95819,-121.42,38.56
4810,MI,49506,-85.61,42.93
4811,TX,77494,-95.78,29.74
4812,PA,15237,-80.01,40.53
4813,CA,93436,-120.46,34.65
4814,AZ,85339,-112.17,33.38
4817,KY,40207,-85.63,38.25
4819,OH,44221,-81.48,41.12
4820,NY,12524,-73.89,41.53
4821,MN,55374,-93.55,45.2
4826,PA,19103,-75.17,39.95
4827,TX,78746,-97.81,30.26
4828,IL,60491,-87.93,41.63
4829,CT,06901,-73.54,41.05
4830,IL,60654,-87.63,41.89
4832,CA,91915,-116.97,32.65
4834,MI,48187,-83.49,42.32
4835,TX,78253,-98.71,29.49
4838,FL,32164,-81.22,29.48
4839,TN,37067,-86.83,35.92
4841,WA,98528,-122.82,47.45
4843,GA,31093,-83.67,32.62
4844,OH,43240,-82.99,40.14
4845,AZ,85139,-112.04,33.07
4846,MN,55318,-93.6,44.83
4847,NV,89032,-115.19,36.2
4848,CA,92646,-117.96,33.67
4849,TX,78744,-97.69,30.22
4853,CA,92602,-117.79,33.73
4855,MD,21061,-76.61,39.2
4856,CA,91505,-118.33,34.16
4859,IL,60657,-87.65,41.94
4864,FL,33781,-82.68,27.84
4866,RI,02852,-71.5,41.58
4871,OH,43302,-83.08,40.58
4872,SC,29607,-82.34,34.85
4873,CA,92833,-117.96,33.88
4874,AR,72701,-94.18,36.07
4876,IL,60657,-87.65,41.95
4880,MD,20910,-77.03,39.0
4883,CA,92234,-116.48,33.85
4884,TX,75071,-96.71,33.2
4885,WI,53188,-88.24,43.02
4887,NC,28269,-80.8,35.34
4889,WY,83001,-110.75,43.48
4890,GA,30313,-84.39,33.78
4891,GA,30331,-84.51,33.72
4892,LA,70119,-90.07,29.95
4893,IL,60661,-87.64,41.89
4894,IL,60031,-87.96,42.38
4895,MA,02116,-71.08,42.35
4901,TN,37830,-84.26,36.01
4904,CA,93291,-119.29,36.33
4905,OH,45202,-84.51,39.11
4907,CA,94541,-122.12,37.67
4910,NE,68137,-96.14,41.2
4911,PA,15219,-80.0,40.44
4913,WA,98270,-122.18,48.05
4915,CA,92093,-117.24,32.88
4916,IL,60647,-87.68,41.93
4918,CA,92675,-117.65,33.5
4919,SD,57701,-103.23,44.08
4923,NY,11787,-73.19,40.86
4924,IA,51105,-96.36,42.49
4926,NY,10065,-73.96,40.77
4928,DC,20015,-77.08,38.96
4930,MI,48152,-83.42,42.41
4931,VA,22192,-77.3,38.64
4935,CA,92821,-117.9,33.92
4936,CA,90803,-118.11,33.76
4937,TX,76065,-97.01,32.48
4939,NC,27514,-79.03,35.94
4942,VA,22901,-78.47,38.08
4944,CA,94566,-121.9,37.66
4946,MT,59102,-108.53,45.77
4950,TX,77042,-95.54,29.74
4951,WA,98277,-122.66,48.29
4952,MS,39564,-88.78,30.41
4954,OH,45209,-84.43,39.15
4955,TX,77478,-95.6,29.59
4956,IL,60030,-88.07,42.35
4958,OH,43228,-83.15,39.98
4963,CA,92320,-117.06,34.0
4964,SC,29302,-81.9,34.93
4965,GA,30189,-84.56,34.11
4966,OH,44116,-81.84,41.48
4967,CO,80302,-105.28,40.01
4970,FL,32771,-81.33,28.8
4971,MN,55345,-93.5,44.92
4972,IN,46060,-86.0,40.04
4973,CO,80202,-104.99,39.74
4977,CA,92675,-117.66,33.5
4979,WY,82007,-104.8,41.11
4981,VA,22046,-77.17,38.88
4982,GA,30646,-83.31,34.08
4983,IL,60010,-88.05,42.16
4984,NJ,08837,-74.34,40.55
4985,IL,60611,-87.62,41.9
4986,WV,25801,-81.18,37.8
4988,AZ,86401,-114.04,35.21
4989,AL,35233,-86.8,33.51
4993,CA,95747,-121.33,38.79
4996,CA,94105,-122.4,37.79
