,State,PostalCode,Longitude,Latitude
15536,NM,87544,-106.29,35.88
15538,IL,60602,-87.63,41.88
15539,MN,55330,-93.56,45.28
15541,CA,94403,-122.29,37.53
15542,NY,10281,-74.02,40.71
15544,CA,91105,-118.15,34.14
15550,PA,18976,-75.14,40.22
15552,SC,29407,-80.0,32.78
15555,CA,94526,-121.99,37.81
15556,OR,97222,-122.62,45.45
15559,AL,36066,-86.43,32.47
15560,OR,97123,-122.91,45.5
15561,CA,95608,-121.33,38.64
15562,FL,34236,-82.54,27.34
15563,NJ,07302,-74.04,40.72
15565,IL,60073,-88.06,42.38
15567,CO,80634,-104.79,40.42
15569,MA,01730,-71.27,42.49
15570,NV,89109,-115.18,36.1
15571,CA,90230,-118.39,33.99
15573,NY,10128,-73.96,40.78
15574,NY,10458,-73.89,40.86
15575,WA,98040,-122.23,47.54
15576,NJ,08016,-74.82,40.04
15581,NJ,07712,-74.05,40.23
15584,AK,99507,-149.84,61.14
15586,TX,77381,-95.48,30.18
15587,TX,77381,-95.53,30.21
15588,IL,60659,-87.69,41.99
15589,NV,89052,-115.11,36.0
15590,TX,76016,-97.19,32.68
15591,CA,92618,-117.74,33.65
15592,CA,92243,-115.53,32.77
15593,CA,91301,-118.76,34.15
15598,IL,60018,-87.88,42.01
15599,WA,98223,-122.18,48.15
15601,WA,99004,-117.57,47.51
15603,MT,59808,-114.03,46.91
15606,NH,03103,-71.45,42.93
15609,AZ,85042,-112.03,33.38
15610,CA,94043,-122.1,37.42
15611,CA,94560,-122.05,37.55
15613,CA,90245,-118.39,33.91
15617,NV,89119,-115.15,36.08
15618,MT,59101,-108.5,45.78
15619,TX,76010,-97.11,32.73
15621,CA,93933,-121.81,36.67
15623,TX,78759,-97.75,30.4
15626,MN,55008,-93.21,45.57
15627,CA,92832,-117.94,33.86
15630,CA,93635,-120.83,37.06
15632,CA,92677,-117.72,33.55
15633,OR,97401,-123.08,44.07
15634,CA,94040,-122.09,37.38
15637,AR,72032,-92.44,35.11
15638,CO,80230,-104.9,39.72
15639,AZ,85012,-112.07,33.49
15641,CA,91307,-118.62,34.19
15643,TX,77843,-96.34,30.62
15645,NY,13601,-75.96,43.97
15646,WI,54311,-87.98,44.46
15647,CA,92618,-117.75,33.65
15648,CO,80501,-105.13,40.14
15649,FL,33434,-80.17,26.37
15650,PA,19004,-75.24,40.01
15651,MT,59601,-112.02,46.59
15654,NY,10004,-74.01,40.71
15655,WA,98499,-122.51,47.17
15657,IN,46802,-85.15,41.08
15658,CA,92211,-116.3,33.76
15659,MI,49512,-85.59,42.92
15663,OK,74115,-95.89,36.19
15664,NC,28208,-80.94,35.22
15665,NC,28078,-80.86,35.44
15667,FL,33136,-80.21,25.79
15668,KY,40506,-84.5,38.04
15669,TN,37355,-86.05,35.46
15672,CA,92657,-117.83,33.57
15673,AK,99577,-149.57,61.32
15674,TX,75287,-96.86,33.0
15676,CA,91733,-118.03,34.04
15677,AR,72202,-92.22,34.73
15678,TX,78209,-98.48,29.5
15679,NJ,07677,-74.07,41.04
15680,CA,92111,-117.15,32.83
15682,CA,94087,-122.06,37.37
15683,FL,33410,-80.09,26.85
15685,WA,98221,-122.61,48.51
15686,NY,10001,-74.0,40.76
15688,OR,97113,-123.04,45.52
15689,MD,21236,-76.47,39.38
15693,CA,93446,-120.7,35.58
15698,MI,48183,-84.38,44.27
15700,IL,60432,-88.08,41.53
15701,CA,94115,-122.43,37.79
15702,NY,10016,-73.98,40.75
15705,PA,18229,-75.64,40.97
15708,MN,55444,-93.37,45.14
15710,GA,31905,-84.9,32.38
15711,IL,60613,-87.68,41.96
15714,NV,89031,-115.18,36.26
15715,NC,28307,-79.0,35.13
15716,CA,94403,-122.33,37.53
15717,WA,98291,-122.11,47.94
15718,CO,80033,-105.11,39.77
15720,WI,54913,-88.47,44.27
15721,NY,11756,-73.5,40.73
15723,CA,92310,-116.69,35.26
15728,OR,97141,-123.85,45.46
15729,WA,98373,-122.29,47.14
15732,NJ,07462,-74.49,41.19
15733,CA,95608,-121.33,38.63
15734,IL,60115,-88.73,41.95
15735,TX,77531,-95.42,29.04
15737,TX,75965,-94.65,31.62
15738,FL,32137,-81.21,29.56
15740,HI,96819,-157.92,21.33
15742,NV,89106,-115.16,36.19
15743,TX,79403,-101.82,33.66
15744,VA,22306,-77.08,38.76
15745,IL,60062,-87.8,42.11
15747,FL,32839,-81.43,28.49
15748,KY,41017,-84.55,39.05
15749,IA,50158,-92.91,42.04
15750,PA,19380,-75.57,40.0
15757,CA,95540,-124.15,40.58
15758,MO,65473,-92.11,37.75
15760,NY,10017,-73.98,40.75
15761,CA,94063,-122.22,37.48
15764,FL,32827,-81.31,28.43
15765,CA,95814,-121.49,38.58
15766,CA,91107,-118.07,34.14
15768,CA,95747,-121.33,38.77
15770,MD,21201,-76.62,39.29
15771,TX,75220,-96.89,32.86
15772,CA,95453,-122.93,39.05
15776,CA,90248,-118.31,33.87
15779,MS,39531,-88.98,30.4
15783,DE,19801,-75.55,39.74
15784,IL,60914,-87.85,41.17
15785,WA,98052,-122.09,47.7
15787,AR,72704,-94.21,36.08
15788,MI,48334,-83.36,42.5
15790,NY,11354,-73.83,40.76
15791,SC,29229,-80.88,34.13
15794,IN,46176,-85.74,39.53
15795,WA,98312,-122.67,47.57
15796,TX,78572,-98.29,26.2
15799,AZ,85248,-111.84,33.25
15800,NY,12180,-73.68,42.74
15801,AZ,86301,-112.47,34.55
15805,VA,23666,-76.38,37.04
15806,CA,92220,-116.95,33.92
15807,OK,74137,-95.95,36.02
15808,CA,92551,-117.21,33.89
15809,IL,60614,-87.65,41.92
15810,VA,23454,-76.02,36.77
15812,FL,32905,-80.65,28.03
15816,IA,52245,-91.52,41.68
15817,SC,29407,-79.97,32.78
15818,NC,28031,-80.86,35.48
15821,KS,66062,-94.76,38.91
15822,MD,20874,-77.27,39.18
15824,IL,60155,-87.85,41.85
15825,CA,94304,-122.17,37.44
15826,NM,87505,-105.96,35.65
15827,CA,91316,-118.51,34.16
15829,KY,40509,-84.45,38.01
15832,VA,22305,-77.05,38.84
15833,NM,87111,-106.55,35.13
15834,CA,93308,-119.06,35.41
15835,VA,20166,-77.43,39.0
15838,IN,46614,-86.24,41.63
15840,LA,70001,-90.16,30.01
15842,RI,02906,-71.4,41.83
15844,TN,37067,-86.81,35.96
15847,IN,46131,-86.06,39.49
15848,TX,75116,-96.92,32.65
15849,TX,75126,-96.46,32.74
15850,CA,91764,-117.55,34.07
15851,NV,89117,-115.31,36.16
15855,CA,90606,-118.06,33.99
15860,MA,01106,-72.55,42.06
15861,TX,75034,-96.84,33.18
15863,CO,80003,-105.08,39.84
15864,NV,89103,-115.19,36.12
15865,TX,75160,-96.28,32.7
15866,CA,94118,-122.45,37.78
15868,IL,60542,-88.36,41.8
15869,CA,94044,-122.48,37.66
15872,IN,47150,-85.84,38.31
15873,LA,71111,-93.71,32.56
15874,MD,21701,-77.41,39.42
15876,PA,15237,-80.02,40.55
15878,CA,95928,-121.8,39.73
15879,SC,29201,-81.03,34.0
15882,TX,79902,-106.5,31.77
15886,GA,30320,-84.45,33.64
15888,TX,75038,-96.96,32.86
15889,MA,01460,-71.48,42.55
15890,TX,78250,-98.66,29.55
15891,IN,46804,-85.2,41.07
15892,FL,33543,-82.36,28.17
15893,OH,45034,-84.25,39.36
15895,WA,98311,-122.63,47.61
15896,TX,78412,-97.33,27.72
15898,FL,32819,-81.49,28.45
15899,FL,32404,-85.59,30.16
15908,TX,79416,-101.92,33.59
15909,CA,94501,-122.28,37.78
15910,NY,11704,-73.36,40.71
15917,CA,92805,-117.93,33.83
15921,CA,90272,-118.55,34.04
15924,KS,67401,-97.61,38.8
15926,CA,93277,-119.33,36.3
15928,NC,27410,-79.89,36.09
15931,CO,80921,-104.8,38.99
15933,CA,91105,-118.15,34.14
15934,MI,48154,-83.35,42.4
15935,CO,81008,-104.62,38.32
15937,FL,32114,-81.08,29.18
15939,CA,93003,-119.21,34.28
15942,WA,98332,-122.61,47.36
15945,MN,55124,-93.21,44.73
15946,MD,21401,-76.55,38.99
15947,TX,77079,-95.64,29.78
15951,CA,90650,-118.11,33.93
15952,LA,70056,-90.03,29.89
15957,CA,93312,-119.11,35.41
15959,IL,60602,-87.63,41.88
15960,CA,90505,-118.36,33.83
15961,CA,92501,-117.37,33.99
15962,CA,90840,-118.11,33.78
15963,CA,93905,-121.62,36.7
15964,CA,90017,-118.26,34.05
15965,TN,38116,-89.98,35.05
15969,IL,60137,-88.06,41.86
15970,PA,15017,-80.11,40.35
15977,TN,37919,-84.04,35.93
15979,WA,98002,-122.23,47.27
15982,NC,28372,-79.2,34.69
15983,CA,93402,-120.83,35.31
15984,CA,93906,-121.65,36.71
15988,CO,80918,-104.79,38.93
15990,CO,80442,-105.81,39.95
15992,WA,98059,-122.17,47.54
15994,TX,75013,-96.7,33.11
15996,WA,98685,-122.67,45.72
15997,CA,94941,-122.52,37.9
15999,NJ,07866,-74.53,40.92
16000,PA,15241,-80.06,40.34
16001,MI,49085,-86.49,42.08
16002,IL,61108,-88.99,42.27
16003,PA,19104,-75.19,39.95
16007,HI,96732,-156.47,20.89
16008,DC,20001,-77.02,38.9
16009,MN,55425,-93.24,44.85
16010,NY,11010,-73.69,40.69
16015,WI,53202,-87.91,43.03
16021,CA,95357,-120.92,37.64
16023,NV,89019,-115.39,35.61
16024,DC,20052,-77.05,38.9
16025,WI,53186,-88.18,43.03
16029,VA,23453,-76.11,36.79
16030,TX,76063,-97.12,32.61
16033,WI,53154,-87.94,42.87
16034,CA,91324,-118.56,34.24
16036,OR,97756,-121.18,44.26
16038,TX,76108,-97.48,32.76
16041,WA,98133,-122.34,47.74
16044,FL,32751,-81.36,28.63
16046,NC,27265,-79.96,36.04
16051,UT,84122,-111.98,40.79
16054,OR,97381,-122.79,45.0
16055,FL,33179,-80.17,25.95
16057,TX,78712,-97.74,30.28
16058,CA,92691,-117.67,33.6
16060,AZ,85705,-110.97,32.29
16061,CA,90014,-118.26,34.05
16065,UT,84770,-113.59,37.11
16066,NC,27527,-78.38,35.65
16069,WI,54302,-87.97,44.48
16070,NY,14622,-77.58,43.2
16072,CA,90040,-118.17,34.0
16073,OH,43615,-83.67,41.62
16074,CA,91303,-118.61,34.19
16076,CT,06812,-73.49,41.47
16078,OH,43221,-83.07,40.05
16080,CA,94509,-121.75,38.01
16082,GA,30320,-84.44,33.64
16083,NV,89123,-115.17,36.05
16087,GA,30040,-84.17,34.16
16089,VA,23114,-77.65,37.5
16090,IN,46237,-86.08,39.69
16091,MA,02108,-71.06,42.36
16093,GA,30060,-84.55,33.97
16096,IN,46368,-87.18,41.58
16098,CA,90302,-118.36,33.98
16101,CA,95014,-122.03,37.34
16102,WA,98632,-122.96,46.15
16104,FL,32413,-85.86,30.21
16105,IL,60666,-87.9,41.97
16107,AK,99504,-149.74,61.23
16108,WI,54303,-88.06,44.52
16110,CO,80232,-105.12,39.68
16111,FL,33928,-81.81,26.4
16120,CA,92604,-117.79,33.71
16121,FL,33018,-80.35,25.89
16123,CA,90405,-118.46,34.02
16124,TX,76109,-97.39,32.71
16128,OH,44115,-81.68,41.5
16130,MN,55102,-93.1,44.95
16132,CA,93013,-119.51,34.39
16134,CA,92543,-116.98,33.75
16135,CA,92123,-117.13,32.83
16138,CA,96161,-120.12,39.28
16139,TN,37221,-86.96,36.04
16141,IN,46142,-86.16,39.63
16146,MA,02339,-70.85,42.15
16147,WA,98072,-122.16,47.75
16149,GA,30047,-84.06,33.88
16152,FL,33401,-80.06,26.71
16154,OR,97006,-122.87,45.54
16155,CA,95376,-121.45,37.74
16156,CA,91364,-118.62,34.17
16157,SC,29212,-81.17,34.07
16159,AK,99515,-149.92,61.14
16162,CA,95363,-121.17,37.47
16163,MO,64014,-94.25,39.03
16169,AZ,85705,-110.97,32.29
16170,MI,48146,-83.19,42.25
16175,CA,91362,-118.82,34.16
16178,CA,92570,-117.19,33.74
16180,CA,90028,-118.31,34.1
16181,CO,81615,-106.95,39.21
16182,CO,80108,-104.88,39.47
16183,CA,92021,-116.95,32.81
16184,PA,19001,-75.14,40.12
16189,WA,98045,-121.78,47.49
16192,TN,38305,-88.86,35.68
16195,VA,23220,-77.47,37.56
16197,GA,30135,-84.72,33.7
16199,WA,98270,-122.18,48.08
16200,CO,80920,-104.77,38.96
16201,CA,91764,-117.59,34.07
16205,OH,43213,-82.82,39.98
16206,LA,70130,-90.07,29.95
16207,SC,29928,-80.76,32.15
16209,NV,89101,-115.14,36.17
16210,FL,33026,-80.3,26.01
16214,MA,01701,-71.4,42.3
16215,TN,38401,-87.06,35.6
16217,WA,98101,-122.34,47.61
16218,CA,95131,-121.92,37.36
16221,CA,92078,-117.2,33.15
16222,TN,37214,-86.67,36.14
16223,NY,10462,-73.86,40.84
16224,MD,20902,-77.05,39.04
16226,CA,90245,-118.38,33.93
16227,CA,91706,-117.96,34.07
16230,VA,22207,-77.14,38.9
16232,CA,95603,-121.1,38.94
16234,CA,91324,-118.54,34.23
16235,OH,45209,-84.43,39.15
16236,MI,48430,-83.74,42.79
16238,CA,94952,-122.68,38.28
16239,NE,68154,-96.09,41.26
16240,NC,28246,-80.84,35.23
16241,WA,98032,-122.24,47.38
16243,MN,55433,-93.27,45.13
16246,TX,77060,-95.41,29.95
16247,PA,17201,-77.63,39.94
16249,CA,96161,-120.21,39.33
16250,TN,37122,-86.51,36.17
16252,CO,80012,-104.87,39.69
16253,MA,01105,-72.59,42.1
16254,CA,92103,-117.15,32.75
16261,IL,60462,-87.85,41.6
16263,CA,90212,-118.4,34.06
16264,CA,93312,-119.11,35.4
16265,CO,80011,-104.81,39.74
16266,PA,15601,-79.58,40.31
16268,CT,06825,-73.23,41.18
16272,CA,95661,-121.23,38.74
16273,OH,43016,-83.13,40.08
16278,TX,75703,-95.3,32.3
16279,MI,49316,-85.62,42.85
16280,IL,60611,-87.62,41.89
16281,WA,98004,-122.2,47.61
16284,DC,20016,-77.1,38.93
16286,TX,76086,-97.79,32.73
16287,CO,80123,-105.09,39.61
16288,CA,94519,-121.99,37.98
16294,KY,40475,-84.28,37.74
16298,NC,28117,-80.86,35.59
16301,CA,92037,-117.27,32.85
16305,TX,75252,-96.79,33.0
16306,MO,64701,-94.36,38.65
16309,CA,93105,-119.75,34.44
16310,CA,90028,-118.29,34.1
16311,CA,95014,-122.04,37.34
16312,MO,65203,-92.38,38.97
16313,MA,01035,-72.55,42.36
16316,CO,80906,-104.81,38.78
16318,WI,54220,-87.7,44.07
16319,UT,84097,-111.68,40.27
16321,NC,28306,-79.01,34.98
16322,VA,22192,-77.29,38.63
16323,OR,97140,-122.85,45.35
16324,CA,91302,-118.7,34.14
16330,OR,97006,-122.87,45.54
16331,MD,21230,-76.6,39.27
16332,IN,46368,-87.18,41.55
16335,KY,40121,-85.95,37.88
16340,CA,94538,-121.99,37.55
16342,FL,33913,-81.76,26.53
16344,VA,22043,-77.2,38.9
16347,NJ,08002,-75.05,39.94
16349,IL,60621,-87.65,41.78
16350,MA,02150,-71.04,42.39
16351,WA,98387,-122.42,47.07
16352,NC,27617,-78.78,35.91
16353,CT,06492,-72.81,41.48
16357,CA,93711,-119.85,36.84
16359,PA,15238,-79.85,40.52
16360,FL,33328,-80.25,26.05
16361,OH,44070,-81.91,41.42
16366,CO,80634,-104.75,40.42
16370,IL,60018,-87.89,42.03
16371,FL,32611,-82.34,29.65
16374,NY,10001,-73.99,40.75
16376,OH,44484,-80.74,41.22
16378,CA,94306,-122.13,37.43
16380,PA,15238,-79.85,40.5
16381,CA,95405,-122.67,38.43
16384,IN,46825,-85.11,41.18
16386,CA,92603,-117.78,33.65
16387,NM,87114,-106.66,35.18
16389,IL,60606,-87.63,41.88
16390,WI,53024,-87.93,43.34
16392,FL,33755,-82.8,27.97
16394,MA,02215,-71.1,42.35
16396,PA,18951,-75.36,40.45
16398,HI,96720,-155.08,19.72
16402,CA,90230,-118.39,34.0
16403,OR,97471,-123.37,43.23
16404,SC,29406,-80.04,32.94
16406,NY,12601,-73.93,41.72
16408,CO,80918,-104.76,38.89
16411,WA,98004,-122.2,47.61
16412,NJ,08857,-74.31,40.38
16414,NJ,07066,-74.31,40.63
16416,DC,20001,-77.05,38.85
16419,AZ,85248,-111.86,33.26
16420,MN,56560,-96.75,46.86
16421,NY,14450,-77.44,43.07
16423,CA,91202,-118.26,34.16
16425,FL,33316,-80.13,26.1
16426,PA,19355,-75.52,40.05
16427,CA,93240,-118.48,35.62
16432,AZ,85712,-110.89,32.27
16435,CA,91423,-118.42,34.16
16438,OH,43065,-83.09,40.16
16441,SC,29634,-82.84,34.68
16444,NE,69361,-103.66,41.85
16446,TX,77511,-95.23,29.43
16450,CO,80204,-105.0,39.74
16452,FL,33067,-80.21,26.27
16453,CO,80477,-106.82,40.46
16454,PA,19341,-75.63,40.04
16456,TX,76903,-100.47,31.44
16461,OH,44139,-81.44,41.38
16464,CA,92630,-117.7,33.66
16466,NY,10017,-73.98,40.75
16467,MN,55068,-93.13,44.73
16469,WI,53202,-87.91,43.05
16470,CO,80129,-105.0,39.55
16471,VA,23701,-76.36,36.81
16474,IL,60544,-88.2,41.65
16477,WA,98087,-122.27,47.85
16478,GA,30518,-84.08,34.12
16481,TX,77005,-95.43,29.73
16484,AZ,85255,-111.92,33.7
16487,NV,89109,-115.17,36.12
16488,MO,64114,-94.61,38.97
16489,PA,19006,-75.07,40.17
16490,CA,95670,-121.28,38.59
16491,CA,92563,-117.14,33.55
16492,HI,96818,-157.93,21.34
16493,CA,90280,-118.17,33.95
16496,NV,89431,-119.75,39.56
16497,NH,03063,-71.54,42.8
16498,NY,10704,-73.85,40.93
16504,CA,92697,-117.84,33.65
16505,AZ,85730,-110.79,32.19
16507,MD,20874,-77.28,39.16
16513,MO,63367,-90.78,38.77
16514,CA,92602,-117.77,33.72
16515,NJ,08731,-74.21,39.87
16516,NJ,08807,-74.62,40.59
16517,VA,22032,-77.28,38.82
16518,VA,22150,-77.19,38.78
16523,NY,12110,-73.77,42.76
16525,TX,77375,-95.55,30.11
16528,ND,58504,-100.79,46.8
16530,CA,94523,-122.06,37.95
16531,CA,91942,-117.03,32.77
16533,WA,98101,-122.34,47.61
16535,VA,22203,-77.11,38.88
16537,NV,89503,-119.83,39.53
16538,VA,22207,-77.12,38.9
16541,GA,30328,-84.35,33.92
16542,NV,89121,-115.09,36.11
16544,GA,30114,-84.48,34.25
16545,AZ,85340,-112.34,33.51
16548,CA,90013,-118.25,34.05
16549,CA,93638,-119.8,36.88
16550,DC,20016,-77.09,38.94
16552,OR,97701,-121.3,44.08
16553,TX,75070,-96.64,33.17
16555,TN,37067,-86.81,35.96
16557,CA,92843,-117.9,33.77
16560,NC,27511,-78.77,35.77
16563,CA,95037,-121.66,37.14
16564,CO,80031,-105.05,39.87
16565,OR,97402,-123.17,44.05
16567,SC,29696,-83.04,34.75
16568,MD,20850,-77.19,39.1
16570,WA,98373,-122.36,47.15
16577,LA,70518,-91.95,30.15
16578,GA,30068,-84.41,33.95
16580,NY,10006,-74.02,40.71
16583,GA,30339,-84.48,33.86
16584,LA,71270,-92.65,32.54
16585,AZ,85635,-110.26,31.55
16586,OH,43219,-82.89,40.0
16587,CA,90034,-118.39,34.03
16589,IL,60543,-88.31,41.7
16590,NV,89119,-115.14,36.12
16591,GA,30092,-84.2,33.97
16592,OH,45202,-84.51,39.1
16594,PA,17701,-77.0,41.24
16595,MA,02108,-71.06,42.36
16596,CA,95403,-122.72,38.46
16597,NH,03060,-71.44,42.7
16600,WA,98030,-122.17,47.36
16601,OR,97204,-122.68,45.52
16603,NY,10004,-74.01,40.7
16605,NC,27514,-79.03,35.93
16607,NY,12302,-73.93,42.87
16608,TX,79936,-106.27,31.79
16609,TX,77429,-95.62,29.99
16610,MO,63125,-90.33,38.51
16611,WA,98037,-122.27,47.83
16612,FL,34102,-81.8,26.17
16614,NV,89030,-115.16,36.22
16615,MD,21030,-76.64,39.48
16618,IL,62704,-89.69,39.8
16619,FL,34655,-82.67,28.2
16620,NC,28208,-80.94,35.22
16622,TX,76092,-97.15,32.94
16623,WA,98005,-122.15,47.63
16625,AL,36608,-88.14,30.68
16626,CA,92831,-117.87,33.89
16628,OH,45069,-84.37,39.35
16630,OR,97229,-122.84,45.55
16632,CA,92260,-116.39,33.72
16635,FL,33172,-80.37,25.79
16636,CA,94087,-122.01,37.35
16639,CA,93257,-119.02,36.06
16641,MI,48390,-83.51,42.53
16645,AK,99507,-149.84,61.18
16649,AZ,85018,-111.98,33.48
16650,CA,92612,-117.85,33.67
16652,CO,80443,-106.1,39.59
16653,IL,60404,-88.2,41.53
16656,NV,89109,-115.17,36.1
16659,CA,92101,-117.16,32.73
16661,IL,61615,-89.61,40.8
16662,CA,94546,-122.06,37.69
16664,FL,34239,-82.5,27.3
16665,TX,77010,-95.36,29.76
16667,NY,14225,-78.76,42.91
16668,OR,97203,-122.73,45.58
16669,IN,47401,-86.53,39.15
16670,CA,90807,-118.18,33.84
16671,CA,95035,-121.91,37.43
16676,KS,66044,-95.24,38.95
16677,CA,95008,-121.93,37.29
16678,CA,94587,-122.07,37.59
16680,IL,60666,-87.9,41.98
16681,IL,60601,-87.63,41.89
16683,FL,34238,-82.48,27.27
16685,KS,67212,-97.46,37.69
16688,CA,90804,-118.15,33.78
16689,MO,65616,-93.25,36.65
16693,VA,22102,-77.23,38.92
16694,KY,41048,-84.66,39.06
16696,DE,19711,-75.75,39.68
16697,IL,60610,-87.63,41.9
16698,KY,40511,-84.53,38.07
16701,ND,58103,-96.85,46.86
16707,PA,15219,-80.0,40.44
16708,NJ,08240,-74.59,39.49
16709,TX,76087,-97.79,32.73
16711,AL,35758,-86.75,34.71
16713,WA,98033,-122.21,47.66
16715,WI,54911,-88.41,44.29
16716,IL,60515,-88.01,41.81
16717,CO,80129,-105.01,39.54
16718,OR,97035,-122.74,45.42
16720,NJ,08723,-74.15,40.06
16722,LA,70433,-90.14,30.44
16724,OH,45069,-84.43,39.32
16727,AR,71999,-93.06,34.13
16728,MA,02462,-71.26,42.33
16733,MO,63122,-90.41,38.58
16735,WV,25389,-81.64,38.35
16736,CA,91214,-118.24,34.22
16740,CO,80202,-105.0,39.75
16744,IL,60305,-87.81,41.89
16745,NY,10706,-73.87,40.99
16749,CA,93010,-119.06,34.22
16750,CA,92140,-117.2,32.74
16752,NY,11105,-73.91,40.78
16756,GA,30309,-84.39,33.79
16757,IN,46052,-86.47,40.04
16759,FL,32819,-81.49,28.45
16761,OH,43214,-83.04,40.06
16765,CA,92868,-117.86,33.78
16766,MI,48430,-83.74,42.79
16769,TX,76504,-97.39,31.09
16771,UT,84070,-111.89,40.56
16773,CA,91101,-118.13,34.15
16777,CA,92101,-117.16,32.71
16779,CA,95123,-121.8,37.25
16782,NC,28202,-80.85,35.23
16783,PA,19114,-75.01,40.07
16785,TN,37174,-86.91,35.78
16787,TX,79407,-101.94,33.58
16792,MA,02038,-71.42,42.09
16793,OK,74055,-95.82,36.28
16795,DC,20009,-77.03,38.92
16796,NY,11201,-73.99,40.7
16800,CO,80916,-104.75,38.81
16802,CA,92223,-116.98,33.95
16803,WA,98134,-122.34,47.58
16804,WI,54660,-90.51,44.02
16806,TX,75062,-96.99,32.85
16809,CO,80246,-104.94,39.69
16810,MI,49316,-85.51,42.79
16812,CA,91750,-117.76,34.11
16813,CA,90280,-118.22,33.96
16815,IN,46240,-86.14,39.91
16816,NJ,08850,-74.44,40.42
16817,KS,66801,-96.22,38.42
16819,GA,30308,-84.39,33.78
16820,PA,19104,-75.19,39.95
16826,IN,46112,-86.39,39.86
16828,MO,64801,-94.47,37.09
16829,OH,43068,-82.79,39.99
16830,MI,48225,-82.93,42.45
16835,OR,97015,-122.56,45.43
16836,NY,12561,-74.09,41.75
16837,CA,93611,-119.68,36.84
16844,AZ,85296,-111.76,33.33
16845,AR,72076,-92.11,34.89
16846,CA,93003,-119.25,34.27
16847,AZ,85260,-111.89,33.62
16848,VA,22202,-77.06,38.86
16849,CA,90292,-118.44,33.99
16850,CT,06514,-72.92,41.37
16851,AZ,85201,-111.88,33.43
16856,HI,96819,-157.92,21.33
16857,WA,99203,-117.4,47.62
16859,IL,60440,-88.07,41.7
16861,TN,37043,-87.27,36.51
16863,AZ,85282,-111.93,33.41
16866,NY,10001,-73.99,40.75
16872,IN,46241,-86.27,39.73
16873,GA,30022,-84.3,34.04
16874,NY,14564,-77.44,43.03
16878,MN,55033,-92.89,44.74
16882,OH,44202,-81.39,41.35
16883,FL,32812,-81.33,28.48
16885,WA,98408,-122.46,47.19
16888,CA,92672,-117.61,33.43
16889,WA,98275,-122.28,47.88
16891,AZ,85208,-111.63,33.41
16892,CA,94568,-121.93,37.71
16893,WA,98409,-122.5,47.23
16900,NV,89135,-115.33,36.13
16903,CT,06811,-73.42,41.43
16904,VA,22801,-78.87,38.44
16905,AZ,85745,-110.97,32.3
16906,CA,91504,-118.33,34.19
16908,VA,23851,-76.95,36.67
16909,MN,55427,-93.38,44.98
16910,TX,77429,-95.67,29.96
16911,CO,80524,-105.08,40.61
16912,CA,96150,-120.0,38.91
16913,FL,33761,-82.73,28.02
16914,CO,80021,-105.08,39.89
16917,AZ,86303,-112.47,34.53
16921,CA,95827,-121.33,38.56
16922,DC,20005,-77.03,38.9
16924,FL,33178,-80.35,25.81
16929,TX,77044,-95.2,29.93
16931,AZ,85249,-111.79,33.23
16936,IL,60625,-87.71,41.96
16937,MI,49546,-85.51,42.91
16938,NY,13202,-76.16,43.05
16939,WA,98045,-121.79,47.49
16940,CA,92069,-117.17,33.14
16942,CA,92399,-117.07,34.04
16943,GA,30066,-84.55,34.02
16945,ND,58701,-101.32,48.21
16946,TX,78163,-98.42,29.8
16947,CA,95838,-121.46,38.64
16948,CO,80233,-104.97,39.92
16949,UT,84070,-111.89,40.59
16953,WA,98802,-120.28,47.4
16955,TX,78231,-98.54,29.56
16960,AL,35601,-86.96,34.59
16961,CO,80202,-104.99,39.75
16962,VA,22630,-78.19,38.96
16965,CA,91042,-118.27,34.24
16969,AK,99801,-134.55,58.36
16970,PA,15522,-78.49,40.03
16972,MD,21224,-76.58,39.28
16974,AZ,85016,-112.02,33.5
16979,CA,92027,-117.06,33.13
16980,VA,20170,-77.38,38.97
16982,CO,80922,-104.72,38.89
16984,CA,90045,-118.42,33.96
16985,PA,19102,-75.16,39.95
16990,PA,15222,-80.0,40.44
16991,DC,20006,-77.04,38.9
16992,IL,60555,-88.17,41.8
16994,FL,34769,-81.31,28.25
17000,OH,45431,-84.05,39.77
17001,CA,92104,-117.14,32.76
17003,AK,99577,-149.57,61.33
17005,WA,98105,-122.3,47.66
17007,IA,50613,-92.46,42.47
17008,TX,79423,-101.89,33.48
17009,LA,70503,-92.08,30.18
17010,CO,80920,-104.76,38.94
17011,TN,37659,-82.49,36.29
17012,MA,02601,-70.29,41.67
17013,CA,91792,-117.91,34.04
17014,NV,89130,-115.24,36.25
17015,AZ,86336,-111.79,34.86
17016,IL,61820,-88.25,40.09
17017,MD,20877,-77.2,39.15
17018,CA,90247,-118.32,33.89
17019,TX,75070,-96.64,33.22
17021,IL,60602,-87.63,41.88
17023,NH,03060,-71.44,42.71
17027,NV,89706,-119.77,39.19
17028,CA,93312,-119.1,35.38
17029,OR,97086,-122.58,45.44
17030,NJ,07090,-74.35,40.65
17034,WI,54937,-88.48,43.79
17035,CA,95682,-120.97,38.66
17037,NJ,08691,-74.64,40.18
17038,CA,94596,-122.06,37.89
17040,TN,37132,-86.36,35.85
17041,OK,74114,-95.96,36.13
17044,CA,91007,-118.06,34.12
17046,PA,17050,-77.01,40.25
17047,MN,55402,-93.27,44.98
17050,FL,33334,-80.13,26.19
17051,MA,01752,-71.61,42.36
