PostalCode,Median_Income,Population,Median_age,Keydemo_per
47713,27212,10108,39.4,0.20033636723387416
47714,39445,34447,35.2,0.23424391093564026
47715,48866,26196,39.2,0.2447701939227363
47720,64591,17763,44.8,0.15357766143106458
47725,90444,17326,40,0.1465427680941937
47802,46650,34894,37.3,0.22585544792801054
47803,52991,20939,35.7,0.2611872582262763
47804,33685,11781,35.8,0.2292674645615822
47805,59866,12624,41.2,0.19700570342205323
47807,23709,11886,27.5,0.339643277805822
47809,-,2516,19.4,0.27503974562798095
47832,80189,1059,49.6,0.14730878186968838
47833,61250,761,44.6,0.26544021024967146
47834,56880,19263,41.4,0.18854799356278876
47837,37212,1008,44.7,0.17261904761904762
47838,58942,3772,40.3,0.24098621420996819
47840,64632,1831,36.8,0.07919169852539595
47841,41290,2305,42.3,0.19045553145336225
47842,47807,9597,42.3,0.16744816088360945
47846,64219,532,49.1,0.07706766917293233
47847,59500,1187,39.8,0.18534119629317608
47848,47159,1616,46.7,0.17017326732673269
47849,67500,502,44.1,0.3386454183266932
47850,55373,2239,43,0.16525234479678427
47853,56375,121,27.2,0.4462809917355372
47854,72917,612,50.6,0.12581699346405228
47855,34861,526,42.2,0.1920152091254753
47857,51827,420,56.1,0.14523809523809525
47858,64323,724,32.3,0.23756906077348067
47859,59000,1027,35.3,0.17526777020447906
47860,42083,425,49.6,0.08470588235294117
47861,66250,663,35,0.1794871794871795
47862,45509,1390,35.8,0.18489208633093526
47863,62148,294,42.2,0.3231292517006803
47865,-,55,-,1.0
47866,45707,613,38.5,0.14192495921696574
47868,45234,3072,46.5,0.07552083333333333
47869,64596,124,59.2,0.12096774193548387
47871,46250,321,33.3,0.19003115264797507
47872,50838,8747,42,0.20829998856750886
47874,57744,3207,45.5,0.11163080760835672
47876,-,348,51.9,0.27873563218390807
47879,48460,3592,37.6,0.21297327394209353
47880,-,78,43.1,0.0
47881,53036,329,40.3,0.1458966565349544
47882,46667,7731,43.9,0.16155736644677274
47884,43750,185,42.3,0.1891891891891892
47885,46607,8920,43.9,0.18150224215246638
47901,32959,3715,28.5,0.5394347240915208
47904,38095,17285,32.6,0.3191784784495227
47905,58975,41631,35.7,0.22324709951718671
47906,48124,77702,22.6,0.41049136444364365
47909,60516,43291,34,0.24342242036450995
47916,-,43,22.8,0.23255813953488372
47917,61538,492,36.7,0.21747967479674796
47918,51758,5679,46.6,0.16886775840817045
47920,87596,2260,41.3,0.1424778761061947
47921,42337,1140,30.8,0.20614035087719298
47922,44904,1570,41.2,0.16687898089171974
47923,59545,3220,39.9,0.20683229813664597
47924,80986,162,49.4,0.0
47925,31250,133,31.9,0.38345864661654133
47926,57743,1480,35.9,0.20270270270270271
47928,54400,2036,44.6,0.16404715127701375
47929,65078,673,44.1,0.12481426448736999
47930,56071,1294,40.5,0.16537867078825347
47932,56275,5317,41.6,0.16682339665224752
47933,53884,27521,40.7,0.1794266196722503
47940,61344,1739,36.8,0.2190914318573893
47941,53527,1405,40,0.13451957295373665
47942,55446,728,45.3,0.1620879120879121
47943,56398,1096,28.8,0.3585766423357664
47944,44756,3402,43.6,0.1493239271017049
47946,62829,2170,47.4,0.15944700460829492
47948,51979,1485,39.5,0.15488215488215487
47949,59375,1209,36.3,0.1827956989247312
47950,60236,921,33.9,0.07709011943539631
47951,50588,2168,44.7,0.15821033210332103
47952,48706,2941,44.9,0.14110846650799047
47954,68875,2433,40.1,0.17057131113851212
47955,55417,1016,37.8,0.20570866141732283
47957,46842,1908,36.9,0.1609014675052411
47958,45000,140,40.4,0.15714285714285714
47959,46365,2906,36.7,0.16689607708189952
47960,49552,14721,47.6,0.15257115685075742
47963,51328,2057,44,0.1536217792902285
47964,37500,110,40.7,0.12727272727272726
47965,58984,599,37.3,0.14023372287145242
47966,46786,359,46.5,0.181058495821727
47967,45833,680,46.6,0.14705882352941177
47968,71667,1030,44,0.170873786407767
47969,-,109,38.2,0.13761467889908258
47970,49071,1779,43.6,0.15120854412591345
47971,56611,1957,40.5,0.15687276443536025
47974,52143,1176,48.4,0.11734693877551021
47975,77708,664,40.5,0.21536144578313254
47977,60906,2322,38.9,0.17829457364341086
47978,61175,11515,39.2,0.1635258358662614
47980,63750,1005,51.8,0.1383084577114428
47981,77656,1130,33.5,0.23008849557522124
47982,46875,173,49.8,0.1676300578034682
47983,62037,303,23.3,0.26732673267326734
47987,52500,4074,43.9,0.14138438880706922
47989,58750,1430,36.2,0.1958041958041958
47990,55473,1964,37.4,0.20213849287169042
47991,58971,975,36.9,0.2164102564102564
47992,76479,1357,40.9,0.13559322033898305
47993,55000,3661,43.4,0.15296367112810708
47994,54306,309,44.6,0.1779935275080906
47995,71538,1670,36,0.19461077844311378
47997,63333,134,32,0.22388059701492538
50001,91354,932,38.9,0.14163090128755365
50002,61875,1417,43.2,0.18207480592801695
50003,92644,7714,39.2,0.10578169561835624
50005,56914,1057,41.3,0.11258278145695365
50006,56648,1715,41.6,0.16851311953352768
50007,98750,434,48,0.1313364055299539
50008,40208,844,44.1,0.14218009478672985
50009,80564,19840,36.3,0.17424395161290324
50010,55432,34165,29.2,0.3634421191277623
50011,-,1322,19.1,0.06127080181543117
50012,-,4725,19.4,0.2270899470899471
50014,44818,29706,22.9,0.5479027805830472
50020,50938,1330,53.3,0.1255639097744361
50021,82826,28306,33.8,0.2214724793330036
50022,45651,8350,43.9,0.14634730538922155
50023,87198,38469,32.4,0.23735995216927916
50025,53989,3064,46.3,0.12989556135770236
50026,46786,531,51.4,0.08662900188323917
50027,45398,370,42.5,0.2
50028,66118,1555,44.4,0.11318327974276528
50029,47250,617,43.2,0.15559157212317667
50032,40878,352,50.3,0.05397727272727273
50033,121875,23,20.2,0.13043478260869565
50034,61250,467,47.9,0.09207708779443255
50035,99115,8341,31.2,0.22731087399592376
50036,62394,16676,40,0.18775485727992325
50038,60921,86,51.3,0.16279069767441862
50039,92250,463,57,0.19438444924406048
50041,-,66,41.5,0.0
50042,52143,249,54.9,0.0963855421686747
50044,56000,899,40.8,0.1468298109010011
50046,73941,1765,35.7,0.1875354107648725
50047,73843,6077,37.2,0.1740990620371894
50048,49792,904,51.6,0.14491150442477876
50049,53571,6403,42.9,0.15711385288146182
50050,52708,682,45.7,0.13049853372434017
50051,39205,265,43.7,0.12452830188679245
50052,82917,162,40.4,0.06172839506172839
50054,70550,2996,40.7,0.19793057409879838
50055,64940,944,40.3,0.11758474576271187
50056,74345,1474,38.5,0.14654002713704206
50057,-,315,39.4,0.047619047619047616
50058,54779,1916,43.8,0.13674321503131523
50060,53227,2473,41.3,0.17751718560452892
50061,160391,1848,39.6,0.08387445887445888
50062,53000,693,34.5,0.1919191919191919
50063,82083,2380,39.7,0.1407563025210084
50064,75778,159,62.5,0.1320754716981132
50065,35833,731,47.9,0.2585499316005472
50066,54643,154,28.5,0.35714285714285715
50067,49519,273,38.6,0.20146520146520147
50068,73750,363,42.2,0.1322314049586777
50069,68125,1061,35.8,0.1705937794533459
50070,73611,1371,49.4,0.10940919037199125
50071,57857,1069,50.7,0.2048643592142189
50072,75197,2367,41.4,0.15293620616814532
50073,73750,1032,40.5,0.15406976744186046
50074,71389,381,64.1,0.05774278215223097
50075,74750,839,43.4,0.2205005959475566
50076,49828,1458,45.8,0.16186556927297668
50078,40500,176,54,0.1875
50101,-,44,14.5,0.06818181818181818
50102,67625,183,34.9,0.28415300546448086
50103,58750,369,46.8,0.14634146341463414
50104,45000,77,62.8,0.12987012987012986
50105,88333,1013,36.5,0.15301085883514315
50106,71875,852,42.3,0.14084507042253522
50107,48693,1040,45,0.15096153846153845
50108,47500,445,45.4,0.1707865168539326
50109,106012,3023,40.5,0.11875620244789943
50111,86220,14472,34.6,0.19713930348258707
50112,52413,11411,38.8,0.19910612566821487
50115,57951,2603,44.4,0.17518248175182483
50116,46000,198,35.3,0.16161616161616163
50117,-,133,47.9,0.15037593984962405
50118,76477,1080,35.8,0.17314814814814813
50119,61071,331,50.6,0.13897280966767372
50120,78125,391,49.4,0.21483375959079284
50122,68000,1420,40.6,0.12816901408450704
50123,47857,757,53.8,0.11624834874504623
50124,103859,4180,34.8,0.1861244019138756
50125,67819,20622,38.1,0.18344486470759383
50126,51154,6470,47.1,0.1714064914992272
50128,41319,455,39.2,0.08351648351648351
50129,49741,5024,44.4,0.15625
50130,65781,1447,41.8,0.10850034554250172
50131,94144,21439,39.6,0.16297401931060218
50132,46875,245,43.8,0.11428571428571428
50133,41458,435,43.4,0.11264367816091954
50134,77917,780,47.6,0.12435897435897436
50135,63365,1498,42.3,0.17690253671562084
50136,54688,420,48.3,0.1880952380952381
50138,56016,11940,43,0.15812395309882746
50139,58571,1105,49.8,0.12217194570135746
50140,40417,2940,24.9,0.3108843537414966
50141,61250,493,46.5,0.1663286004056795
50142,56083,989,40.6,0.14560161779575329
50143,78958,651,51.8,0.08294930875576037
50144,50357,2622,37.6,0.13157894736842105
50146,54750,450,50,0.12
50147,51458,369,52,0.12466124661246612
50148,70057,339,45.6,0.19469026548672566
50149,58173,964,47.2,0.13692946058091288
50150,58264,974,37.4,0.23305954825462014
50151,70833,556,54,0.06474820143884892
50153,68938,858,49.6,0.17832167832167833
50154,75208,500,33.5,0.204
50155,42917,307,47.7,0.14332247557003258
50156,72535,4820,45.1,0.14605809128630706
50157,44457,905,43.4,0.16022099447513813
50158,54619,30828,37.9,0.18820552744258467
50160,56667,478,29.7,0.22384937238493724
50161,81979,1831,42.3,0.16930638995084654
50162,57365,1308,34,0.21559633027522937
50163,37000,701,51.5,0.1340941512125535
50164,55156,466,41.2,0.15879828326180256
50165,31641,108,22.6,0.3055555555555556
50166,69519,1589,44.3,0.14915040906230334
50167,68750,701,36,0.15406562054208273
50168,61250,794,47.4,0.12720403022670027
50169,75357,2989,37,0.24891267982602877
50170,66630,2875,36.9,0.2271304347826087
50171,62500,2468,49,0.1693679092382496
50173,51397,860,48.4,0.09302325581395349
50174,52619,1375,40.3,0.1338181818181818
50201,68395,8044,39.6,0.18883639980109398
50206,80179,555,36,0.2
50207,62574,2125,47.3,0.13364705882352942
50208,51299,20610,42.6,0.17976710334788937
50210,73750,1493,47.6,0.11788345612860013
50211,84782,13152,36.5,0.1865875912408759
50212,63824,2813,46.4,0.1781016708140775
50213,54502,6953,39.5,0.1687041564792176
50214,67679,866,34.7,0.09699769053117784
50216,77685,2598,49.1,0.11123941493456505
50217,55568,637,41.2,0.16012558869701726
50218,53583,143,45.7,0.20279720279720279
50219,73708,13785,35.6,0.2102285092491839
50220,49252,8898,37.4,0.18891885817037538
50222,80333,627,29.8,0.14992025518341306
50223,53026,557,45.4,0.17773788150807898
50225,59461,2776,42,0.13328530259365995
50226,113400,6584,33.2,0.1471749696233293
50227,68750,28,51.5,0.03571428571428571
50228,78274,3009,35.9,0.14057826520438685
50229,102250,894,44.5,0.12751677852348994
50230,64643,1067,46.3,0.16026241799437677
50231,53750,170,35,0.17058823529411765
50232,75000,480,38.6,0.175
50233,76635,1357,43,0.09211495946941783
50234,71250,490,45.3,0.13877551020408163
50235,58833,371,44.8,0.1967654986522911
50236,83750,1650,39.5,0.16424242424242425
50237,89063,3101,46.2,0.14511447920025797
50238,52292,1170,42.5,0.13247863247863248
50239,34063,50,40.8,0.16
50240,79500,2874,44.2,0.16040361864996522
50242,79792,595,33.3,0.18319327731092436
50243,63125,234,37.2,0.18376068376068377
50244,75474,2026,35.4,0.20039486673247778
50246,58393,674,45.3,0.1824925816023739
50247,68625,2619,39.3,0.12142038946162657
50248,81856,4421,46.1,0.1540375480660484
50249,52344,1257,47.4,0.16706443914081145
50250,56944,2293,42.9,0.1434801569995639
50251,71607,1360,42.3,0.17205882352941176
50252,-,266,44.5,0.045112781954887216
50254,76042,246,40.9,0.11382113821138211
50255,45417,48,56,0.20833333333333334
50256,54879,430,28.5,0.24186046511627907
50257,57083,1008,43.8,0.18551587301587302
50258,61953,957,55,0.10867293625914315
50261,109211,2622,39.5,0.11670480549199085
50262,71500,369,49.8,0.17615176151761516
50263,100060,25402,33.1,0.2162428155263365
50264,50172,468,36,0.1794871794871795
50265,72631,32532,39,0.20173982540268043
50266,77352,29636,34.3,0.28637467944391953
50268,41958,1059,39.5,0.11898016997167139
50271,60962,639,39.8,0.10485133020344288
50272,52917,179,30.3,0.2011173184357542
50273,60691,8457,38.5,0.14958022939576682
50274,68125,167,58.4,0.005988023952095809
50275,43750,585,46.5,0.09230769230769231
50276,80787,2388,43,0.1444723618090452
50277,49750,316,52,0.10443037974683544
50278,58063,771,45.1,0.20363164721141375
50309,49240,8040,29.6,0.5771144278606966
50310,63773,31832,35.7,0.2604611711485298
50311,50676,15738,28.4,0.298386071927818
50312,64552,15883,39.9,0.2316313039098407
50313,53740,18834,36.3,0.19778060953594562
50314,38638,11377,33,0.24268260525621868
50315,51614,35795,38,0.19301578432742003
50316,45275,16520,30.8,0.22161016949152543
50317,53973,37983,35.8,0.2255482715951873
50320,60066,22687,31.6,0.2263410763873584
50321,59324,8698,30.6,0.24522878822717867
50322,70325,31118,38.8,0.20875377594961117
50323,145777,14593,35.8,0.12081134790653053
50324,64230,4953,42.7,0.20936805976176054
50325,104554,17186,39.4,0.1328406842779006
50327,82351,11400,39.7,0.1542982456140351
50401,51339,28957,43.2,0.18458403840176815
50420,58750,283,38.9,0.15901060070671377
50421,57153,2899,46.6,0.14384270438082097
50423,51190,2599,46.1,0.15082724124663333
50424,61552,1467,49.1,0.13224267211997273
50426,40417,57,34.1,0.3508771929824561
50428,60503,9374,50.1,0.14881587369319393
50430,52411,412,54.8,0.220873786407767
50431,47813,218,43.6,0.07339449541284404
50432,41250,230,52.6,0.24347826086956523
50433,47386,282,35.4,0.08156028368794327
50434,52500,362,52.8,0.17955801104972377
50435,70417,718,49.4,0.14206128133704735
50436,50036,5652,40.1,0.1654281670205237
50438,69727,4167,42.6,0.12431005519558436
50439,53636,178,52.4,0.24157303370786518
50440,76250,418,42.6,0.284688995215311
50441,55464,5289,42.9,0.16713934581206277
50444,76250,376,39.5,0.14361702127659576
50446,66250,543,49.7,0.10865561694290976
50447,54643,1260,35,0.23333333333333334
50448,55000,671,55.6,0.13412816691505217
50449,60445,900,35.5,0.22111111111111112
50450,51827,2826,41.3,0.1942675159235669
50451,48125,567,35.5,0.2222222222222222
50452,60000,983,29.8,0.2990844354018311
50453,59375,576,61.6,0.15104166666666666
50454,-,66,58.5,0.0
50455,58750,591,24.8,0.2182741116751269
50456,60125,1813,42.1,0.14947600661886376
50457,64886,335,51.6,0.18208955223880596
50458,60156,2283,41.4,0.17082785808147175
50459,52267,2906,42.8,0.16517549896765313
50460,78125,306,46.8,0.06535947712418301
50461,58886,5532,46.1,0.15708604483007954
50464,65000,628,38.8,0.15127388535031847
50465,36250,161,54.2,0.14285714285714285
50466,51146,1680,37.5,0.1767857142857143
50467,-,89,38.8,0.16853932584269662
50468,57581,1383,46.4,0.15328994938539406
50469,64940,1465,39.6,0.12218430034129693
50470,50000,221,60.5,0.08144796380090498
50471,48333,619,47.5,0.1841680129240711
50472,67862,2325,44.2,0.15397849462365593
50473,88239,294,43.4,0.047619047619047616
50475,53065,1519,50,0.1487820934825543
50476,44821,670,46.3,0.1328358208955224
50477,57946,237,61.3,0.1308016877637131
50478,46875,638,54.8,0.13949843260188088
50479,48750,549,34.8,0.24043715846994534
50480,59271,916,39.7,0.11899563318777293
50482,68598,868,52.1,0.1728110599078341
50483,77813,604,44.2,0.24503311258278146
50484,62614,397,40.6,0.19395465994962216
50501,43214,28077,37.1,0.21291448516579406
50510,65268,1003,45.8,0.19940179461615154
50511,54628,6767,48.6,0.1559036500664992
50514,47188,1384,48.2,0.1119942196531792
50515,30234,193,45.9,0.13989637305699482
50516,64196,589,45.8,0.10186757215619695
50517,48750,1120,42.2,0.16785714285714284
50518,68750,405,35.7,0.21728395061728395
50519,50278,595,45,0.12436974789915967
50520,72292,166,31.3,0.19879518072289157
50521,21218,299,46,0.1505016722408027
50522,67344,958,42,0.15657620041753653
50523,47500,574,40.3,0.259581881533101
50524,62250,620,38.2,0.16129032258064516
50525,48024,3383,44.6,0.1658291457286432
50527,37250,228,48.8,0.17105263157894737
50528,60556,277,42.9,0.2527075812274368
50529,53750,846,38.9,0.14420803782505912
50530,60903,1172,39,0.12457337883959044
50531,-,181,52.7,0.03867403314917127
50532,58542,807,42.2,0.19330855018587362
50533,54150,3982,39,0.15444500251130086
50535,57031,1024,33.6,0.220703125
50536,53184,4447,38.5,0.1706768608050371
50538,50250,460,41.3,0.20434782608695654
50539,50417,542,39.5,0.14391143911439114
50540,74375,1103,42.4,0.16500453309156846
50541,46667,837,40.2,0.17801672640382318
50542,63021,967,43.4,0.1592554291623578
50543,51324,1400,47.8,0.11142857142857143
50544,60833,429,35.8,0.14685314685314685
50545,34250,203,39.3,0.059113300492610835
50546,45893,257,49.4,0.1867704280155642
50548,56426,5557,45.9,0.15421990282526543
50551,51818,94,56.5,0.32978723404255317
50554,50648,1625,45.7,0.12307692307692308
50556,49500,181,64.9,0.022099447513812154
50557,52308,661,54,0.12405446293494705
50558,65208,688,35.8,0.17005813953488372
50559,50833,321,53.6,0.1308411214953271
50560,57500,617,52.7,0.13290113452188007
50561,62813,475,39.4,0.2168421052631579
50562,54659,361,46.5,0.08587257617728532
50563,50833,2561,40.4,0.16516985552518548
50565,61250,417,48.8,0.2038369304556355
50566,64167,485,46.1,0.13814432989690723
50567,58542,280,49,0.09642857142857143
50568,60156,1523,38.8,0.2350623768877216
50569,60833,650,57.3,0.13076923076923078
50570,66875,217,42.3,0.08294930875576037
50571,59028,345,42.4,0.1681159420289855
50573,34375,84,30,0.08333333333333333
50574,53071,1996,55.3,0.17685370741482967
50575,55341,783,55.5,0.11877394636015326
50576,56667,325,42.6,0.25846153846153846
50577,46458,379,42.4,0.21635883905013192
50578,45714,629,44.7,0.16375198728139906
50579,48618,2827,44.3,0.1839405730456314
50581,43911,841,43.1,0.15576694411414982
50582,38958,299,43,0.22742474916387959
50583,55286,2628,44.5,0.1613394216133942
50585,61500,1302,37.8,0.15284178187403993
50586,53281,254,50,0.047244094488188976
50588,55420,12572,31.7,0.2134107540566338
50590,40450,889,39.8,0.17097862767154107
50591,59688,422,41.2,0.11137440758293839
50593,36250,36,43.5,0.027777777777777776
50594,48929,166,49,0.22289156626506024
50595,58417,8988,42.5,0.15398308856252782
50597,53417,1052,52.2,0.1435361216730038
50598,65852,936,37.3,0.20085470085470086
50599,67857,376,47.8,0.07712765957446809
50601,58636,2638,40.3,0.16793025018953753
50602,56000,1549,43.6,0.16074887023886378
50603,52639,443,53.2,0.16478555304740405
50604,56747,1779,49.5,0.19168071950534007
50605,61333,242,59.3,0.02066115702479339
50606,50577,742,41.8,0.14016172506738545
50607,68214,466,43,0.03862660944206009
50609,86667,422,43.5,0.12796208530805686
50611,43250,294,52.4,0.13945578231292516
50612,69375,322,58.5,0.13664596273291926
