PostalCode,Median_Income,Population,Median_age,Keydemo_per
46017,57667,5814,43.5,0.1568627450980392
46030,59975,2978,49.9,0.17797179314976494
46031,85092,2546,38.5,0.17635506677140614
46032,101526,51551,37.9,0.17254757424686232
46033,135087,38942,41.3,0.10947049458168559
46034,72093,6649,44.3,0.13611069333734396
46035,67727,1229,39.1,0.1903986981285598
46036,47844,11678,43.8,0.16424045213221442
46037,120764,41890,36.9,0.16075435664836477
46038,92464,43381,34.7,0.2177450957792582
46039,53750,508,60,0.14566929133858267
46040,93475,12474,38.6,0.13764630431297098
46041,51157,22247,36.7,0.1828561154312941
46044,55932,3147,42.2,0.10454401016841436
46045,-,39,56.9,0.20512820512820512
46047,-,56,35.5,0.0
46048,50580,2117,33.2,0.18516769012753898
46049,61250,1082,47,0.1598890942698706
46050,60800,2127,38.1,0.15937940761636107
46051,57629,2817,41.8,0.13915512957046502
46052,61980,22443,41,0.18589315153945551
46055,107087,12638,37.2,0.15192277259059978
46056,71154,2238,44.9,0.09472743521000894
46057,76563,1269,35,0.219070133963751
46058,73929,2516,42.8,0.13990461049284578
46060,78300,41461,33.3,0.22134053689008948
46062,86560,35349,38,0.16450253189623468
46063,50000,565,36.8,0.1663716814159292
46064,78889,17168,38.2,0.2004892823858341
46065,64219,3444,38.3,0.15563298490127758
46068,80195,2872,44.9,0.11559888579387187
46069,57454,7220,39.6,0.19750692520775623
46070,60192,2336,40.4,0.1618150684931507
46071,71719,3148,48,0.1369123252858958
46072,56345,8592,45.5,0.15956703910614525
46074,100775,34755,35.2,0.16273917421953676
46075,87485,6614,29.8,0.2908980949501058
46076,50042,1440,45.5,0.27361111111111114
46077,138686,29296,37.5,0.13855133806663025
46103,73125,162,33,0.2345679012345679
46104,52679,910,54,0.0945054945054945
46105,82306,1794,39.4,0.15830546265328874
46106,88574,6855,35.4,0.19139314369073668
46107,48643,13081,39.5,0.2018958795199144
46110,-,583,50.7,0.1595197255574614
46111,38269,196,40.2,0.23469387755102042
46112,86372,37819,37.4,0.17998889447103308
46113,75568,15505,36.6,0.1658819735569171
46115,53088,1967,45.1,0.12811387900355872
46117,86071,828,45,0.13768115942028986
46118,70341,5068,41.5,0.15706393054459353
46120,63438,5332,47.5,0.15528882220555137
46121,69219,5545,39.8,0.23841298467087466
46122,79448,16300,39.9,0.15220858895705522
46123,92972,36616,36.7,0.18948000873934892
46124,67072,8949,36.9,0.22996982903117666
46125,-,55,63.7,0.0
46126,72111,4956,37,0.18523002421307505
46127,73571,287,39.8,0.17421602787456447
46128,62931,1824,44.2,0.19188596491228072
46130,79415,2669,43.4,0.1734732109404271
46131,65654,33215,38.6,0.17696823724220984
46133,63750,833,49.8,0.12605042016806722
46135,54710,20462,36.5,0.23565633857882906
46140,63816,40292,39.5,0.19544822793606673
46142,76489,29696,39.8,0.19406654094827586
46143,73894,57211,36,0.19405359109262205
46144,55543,133,56.2,0.0
46146,78791,416,24.3,0.47596153846153844
46147,66898,3209,41,0.16142100342785914
46148,58779,5555,37.9,0.18181818181818182
46149,80430,2153,34.1,0.19368323269856014
46150,59091,1147,37.4,0.17000871839581516
46151,62236,31589,40.7,0.1798410839216183
46155,54948,162,31.4,0.3765432098765432
46156,53021,1253,49.5,0.14684756584197925
46157,81034,4103,35.6,0.21009017791859616
46158,63500,23152,43.5,0.17540601243953005
46160,62563,6321,48.7,0.1931656383483626
46161,73500,2569,41.7,0.15803814713896458
46162,-,314,48.7,0.2929936305732484
46163,96557,13088,41.5,0.1408924205378973
46164,75570,4166,45.8,0.17042726836293806
46165,70000,1522,51.4,0.1392904073587385
46166,67140,2167,35.6,0.21965851407475773
46167,85870,7066,41.4,0.14067364845740163
46168,68469,35418,38.6,0.20433113106330114
46171,59063,1762,38.9,0.15209988649262202
46172,73500,2562,44.4,0.12373145979703357
46173,51250,9905,42.1,0.16274608783442707
46175,47000,646,30.8,0.16718266253869968
46176,56322,27737,39.2,0.18689836680246602
46180,55288,976,49.4,0.06352459016393443
46181,75313,5286,40.4,0.1783957623912221
46182,54125,1526,50.6,0.11861074705111402
46183,-,15,-,0.0
46184,72468,14042,34.6,0.2238285144566301
46186,75000,1652,47.3,0.1301452784503632
46201,30917,30962,34.2,0.2354176086816097
46202,43462,20504,29.7,0.48897776043698793
46203,39133,38581,34.8,0.2206267333661647
46204,58636,8356,32,0.5501436093824796
46205,47623,27580,32.7,0.2844452501812908
46208,35148,23080,29.2,0.2852686308492201
46214,48172,24549,34.8,0.24375738319279808
46216,50014,2324,46.1,0.3227194492254733
46217,63601,36843,34,0.19838232500067857
46218,24517,28918,38.2,0.192336952762985
46219,40497,36940,38.5,0.21380617217108824
46220,73288,36585,35.3,0.2965696323629903
46221,50911,26714,33.7,0.23223777794414913
46222,35986,37885,28.7,0.25685627557080637
46224,37994,37074,30.6,0.24890759022495548
46225,33452,5577,36.6,0.26752734445042137
46226,36285,45652,34.2,0.22014369578550774
46227,42816,54876,34.7,0.2547197317588746
46228,69523,16430,36.8,0.2013390139987827
46229,52376,28768,36.2,0.19504310344827586
46231,64720,10277,36.3,0.16249878369173884
46234,77528,26864,37.5,0.16858993448481238
46235,38572,33063,30.3,0.21519523334240692
46236,87483,28705,38.7,0.17174708238982755
46237,67560,39169,35.4,0.226939671679134
46239,79381,30651,34.7,0.1933705262471045
46240,61922,19785,42.1,0.25989385898407885
46241,38795,31941,31,0.20829028521336213
46250,58898,18402,34.8,0.31583523530051083
46254,44836,40276,32.1,0.25873969609693115
46256,70159,23837,41.7,0.19419390023912406
46259,112833,10999,38.7,0.1488317119738158
46260,49285,34445,34.4,0.22882856728117287
46268,52340,25443,35.6,0.23758990685060724
46278,118986,8859,42.9,0.190427813522971
46280,69868,6824,40.8,0.2111664712778429
46290,-,187,65.5,0.0
46301,97250,516,64.6,0.03682170542635659
46303,68819,14765,37,0.20203183203521843
46304,79021,25351,39.6,0.18705376513746994
46307,85158,62779,41.3,0.16354194874082098
46310,66192,13832,42.6,0.15211104684788895
46311,86019,21632,44.6,0.15791420118343194
46312,32839,28201,33.8,0.21339668806070708
46319,65075,17513,38.8,0.22857306001256208
46320,30649,13561,33.1,0.21473342673844112
46321,84254,22689,45.3,0.1599453479659747
46322,67281,22581,41.9,0.19330410522120367
46323,52549,22195,35.5,0.21270556431628745
46324,47996,21820,35.6,0.19101741521539872
46327,45246,11466,33.6,0.2007674864817722
46340,50682,742,46.5,0.07816711590296496
46341,73352,10357,38.4,0.18238872260307037
46342,60816,30874,37.8,0.18374684200297986
46345,52500,170,43.6,0.07058823529411765
46346,43491,1208,37.1,0.15728476821192053
46347,75761,4833,41.5,0.12187047382578109
46348,50119,1031,38.7,0.21144519883608148
46349,67731,3251,43.8,0.22239310981236543
46350,55775,42763,41.6,0.17540864766269906
46356,74462,17720,38.8,0.17996613995485328
46360,46300,43678,40,0.20239021933238702
46365,69191,755,56.8,0.08874172185430464
46366,50842,5610,39.8,0.17629233511586453
46368,58886,38661,38.8,0.20185716872300252
46371,79074,3246,41,0.14448552064078865
46373,103118,16083,45,0.11080022383883603
46374,70500,873,33.1,0.18327605956471935
46375,76678,23598,45.1,0.154758877871006
46376,57500,243,31.1,0.24691358024691357
46377,44808,332,62.7,0.0
46379,51168,81,40.9,0.0
46381,38864,176,59.1,0.0
46382,81453,1713,46.8,0.10741389375364857
46383,64743,42245,37.3,0.22336371168185584
46385,83798,39398,41.3,0.15736839433473782
46390,74403,3327,40.4,0.15118725578599337
46391,74448,9528,37,0.3149664147774979
46392,64535,7734,40.7,0.182570468063098
46393,-,296,52.7,0.30405405405405406
46394,50127,12319,40.1,0.2186054062829775
46402,19728,6295,35.5,0.2046068308181096
46403,40368,13435,41.7,0.17722366951991067
46404,32063,17894,35.9,0.18671062926120488
46405,45754,10855,36.4,0.20248733302625518
46406,30939,9042,35.3,0.22273833222738332
46407,25219,10905,38.5,0.18908757450710684
46408,37737,15526,41.1,0.19676671389926575
46409,32536,7205,40.9,0.1544760582928522
46410,57445,37813,37.8,0.1911247454579113
46501,53509,3613,35.9,0.1713257680597841
46502,-,58,-,0.0
46504,58846,3735,37.5,0.14404283801874163
46506,57997,9700,39,0.18288659793814432
46507,72995,9434,36.3,0.18369726521093915
46508,37500,113,52.7,0.09734513274336283
46510,51552,3924,42.2,0.14271151885830785
46511,45099,4308,48.6,0.14298978644382543
46514,52644,41616,39.8,0.1806757016532103
46516,48328,31329,34.6,0.19665485652271059
46517,51495,26468,35,0.19041861870938492
46524,54010,2124,34.1,0.23022598870056496
46526,56270,33117,37.1,0.19425068695835976
46528,63434,27001,31.7,0.20273323210251473
46530,101206,31843,40.5,0.12837986370630908
46531,64167,1579,49.3,0.06459784673844206
46532,54063,1531,41.9,0.21489222730241672
46534,50374,11686,39,0.16489816874893035
46536,58173,3209,46.3,0.15363041445933312
46537,54205,425,46.3,0.2564705882352941
46538,73869,4169,43.6,0.16478771887742863
46539,56168,2802,36.6,0.19307637401855818
46540,79459,11881,34.7,0.17725780658193754
46542,64627,4142,34.2,0.21970062771607918
46543,84152,3553,23.9,0.21868843231072332
46544,49119,31988,37.8,0.20457671626860072
46545,42250,24685,37.4,0.25472959287016406
46550,63750,12624,32.5,0.19993662864385298
46552,64981,6907,42.1,0.14564934124800927
46553,67014,3240,36.9,0.14320987654320988
46554,56901,4878,45.6,0.12464124641246413
46555,53617,2406,53.8,0.10972568578553615
46556,26125,7301,20.5,0.5597863306396385
46561,72201,13615,36.3,0.1820051413881748
46562,51988,5010,41.7,0.15109780439121756
46563,50632,23664,39.9,0.16590601757944556
46565,76694,8642,27.9,0.22112936820180515
46567,61733,9162,45.1,0.1466928618205632
46570,58047,833,49.8,0.12364945978391356
46571,69896,5682,21.3,0.1707145371348117
46573,66815,3812,38.9,0.18100734522560336
46574,59481,9436,43.8,0.14646036456125477
46580,58293,22013,36.7,0.21241993367555537
46582,68729,13459,33.8,0.22304777472323353
46590,62703,4925,33.3,0.24771573604060915
46595,58482,133,26.1,0.12781954887218044
46601,21143,5714,34.6,0.2623381169058453
46613,39708,11327,28.8,0.24472499337865278
46614,54181,31035,41,0.1903979378121476
46615,41754,13719,36.4,0.18857059552445513
46616,39167,5457,32.5,0.28312259483232544
46617,63699,9689,34,0.25946950149654247
46619,37704,21471,34.7,0.18499371244935028
46628,45116,26396,37,0.18711168358842248
46635,60690,6363,47,0.15385824296715386
46637,60200,16090,35,0.28837787445618396
46701,58906,8102,41.2,0.20451740311034314
46702,60833,2074,47.5,0.12198649951783992
46703,58099,18264,43.1,0.210742444152431
46704,-,38,27.2,0.5263157894736842
46705,51875,1682,36.6,0.1581450653983353
46706,57609,18771,40.6,0.18043790954131372
46710,68625,4291,43.3,0.18900023304591004
46711,48389,8770,27.8,0.16408209806157353
46714,53651,14931,38.1,0.17366552809590785
46721,65797,5084,38.2,0.17997639653815892
46723,63479,7884,41.2,0.1650177574835109
46725,60655,23286,42.6,0.17018809585158465
46730,68065,1039,53.3,0.10875842155919153
46731,59479,759,41.6,0.18840579710144928
46732,62292,3244,32.4,0.20098643649815043
46733,53267,18943,39.1,0.17045874465501767
46737,60595,7329,49,0.1114749624778278
46738,46930,8549,36.3,0.2040004678909814
46740,51397,3874,28.7,0.20469798657718122
46741,64556,4553,33.4,0.15660004392708105
46742,62060,3290,43.7,0.11671732522796352
46743,60694,2050,34.6,0.2370731707317073
46745,61328,2146,43.7,0.15890027958993477
46746,55417,4640,34.4,0.23426724137931035
46747,50972,2292,50,0.131326352530541
46748,83095,5021,34.3,0.13622784305915156
46750,50599,26499,39.4,0.19966791199667913
46755,50713,15097,39.5,0.1746042260051666
46759,47574,508,48.3,0.09448818897637795
46760,55977,1381,39.6,0.1549601737871108
46761,58727,12325,31.6,0.18093306288032454
46763,59965,1881,38.1,0.18288144603934078
46764,78906,1385,48.1,0.1444043321299639
46765,86875,5568,43.1,0.11278735632183907
46766,93102,737,53.7,0.05834464043419267
46767,54417,8102,33.8,0.17785731918044928
46770,67770,3057,41.8,0.18940137389597644
46771,-,72,-,0.4722222222222222
46772,51118,3087,23.2,0.17719468739876904
46773,65337,3392,41,0.18543632075471697
46774,57422,17221,38.7,0.17983856918878113
46776,52198,1715,39.4,0.14052478134110788
46777,64268,6493,37.6,0.20144771292160787
46779,65104,2144,34.2,0.1958955223880597
46781,64250,728,44.3,0.20054945054945056
46783,89226,6651,41.2,0.1401293038640806
46784,65078,2159,42.3,0.15145900880037055
46785,63750,1686,32.8,0.18564650059311982
46786,-,39,73.5,0.0
46787,57361,3865,36.1,0.1410090556274256
46788,74365,3723,31.8,0.14370131614289552
46791,74375,865,39.4,0.2046242774566474
46792,57250,3756,44.6,0.16187433439829607
46793,61414,4874,36.6,0.19573245794009028
46794,51250,1709,45.2,0.15330602691632533
46795,65417,6651,45.3,0.13351375732972484
46797,68532,3915,36.6,0.15478927203065135
46798,63558,1515,44.3,0.11815181518151815
46799,38542,227,36.5,0.18061674008810572
46802,35529,10584,32.5,0.32747543461829176
46803,23648,9425,28.7,0.1989389920424403
46804,70992,28587,40.1,0.197362437471578
46805,45085,21704,34.8,0.23977147069664578
46806,31773,24711,28.5,0.23066650479543524
46807,48600,17538,31.6,0.21325122590945375
46808,42034,19831,34.9,0.2299430185063789
46809,41788,9212,38.1,0.20071645679548414
46814,121038,12649,38.1,0.14143410546288243
46815,53322,28242,37.5,0.18780539621839812
46816,39766,19055,34,0.19732353712936238
46818,66379,20852,37.8,0.18429886821408017
46819,48939,9657,41.7,0.19830175002588796
46825,56405,29507,35.6,0.26813976344596196
46835,62691,35658,36.5,0.2304391721352852
46845,98688,23066,39.8,0.13335645538888408
46901,47140,39383,40,0.19526191503948404
46902,53266,35778,42.7,0.17874112583151658
46910,60665,3376,36,0.1854265402843602
46911,63625,1483,34.7,0.2002697235333783
46913,60357,1048,49.4,0.13072519083969467
46914,63438,1729,45.6,0.2278773857721226
46915,51875,694,45,0.12536023054755044
46917,48889,1781,43.7,0.14486243683323977
46919,61111,2407,43.6,0.13917739925218114
46920,75667,1103,39.5,0.22846781504986402
46922,-,31,30.3,0.5806451612903226
46923,52375,8046,43.1,0.12664678100919713
46926,63188,1293,50.3,0.12219644238205724
46928,51493,4265,40.9,0.13739742086752638
46929,57802,3088,32.8,0.226360103626943
46930,37375,126,48.5,0.1111111111111111
46931,32813,187,43.9,0.11229946524064172
46932,57008,3057,47.1,0.15112855740922473
46933,44250,6126,37.7,0.1643813254978779
46936,69180,5857,45.5,0.10380740993682773
46938,49938,2928,48.7,0.10109289617486339
46939,39583,1819,49.6,0.14953271028037382
46940,60417,2658,44.8,0.11023325808878856
46941,63056,970,43.3,0.12577319587628866
46943,36983,225,22.3,0.17777777777777778
46946,24211,34,73.2,0.20588235294117646
46947,47122,27830,40.4,0.17998562702120013
46950,51250,566,47.3,0.09187279151943463
46951,53023,1874,44.3,0.12219850586979722
46952,47240,18625,45.9,0.1541476510067114
46953,34487,23333,35.2,0.2520036000514293
46957,40536,592,46.6,0.19763513513513514
46958,52022,458,43.8,0.19868995633187772
46959,-,838,44.2,0.09307875894988067
46960,48017,1062,48.4,0.15725047080979285
46961,51492,169,38.5,0.0
46962,57817,8844,41.8,0.2025101763907734
46967,39107,97,46.5,0.17525773195876287
46968,93750,142,13.9,0.2605633802816901
46970,46935,23499,38.9,0.21732839695306183
46974,60698,2079,37.3,0.10678210678210678
46975,53966,14325,41.6,0.15643979057591623
46978,59181,2135,39.1,0.15831381733021077
46979,79940,4940,40.7,0.12874493927125505
46982,50367,2660,40.1,0.14962406015037594
46984,63000,188,39.7,0.05319148936170213
46985,55515,1438,45.4,0.20445062586926285
46986,53000,1683,41.9,0.1622103386809269
46987,56250,884,47,0.11538461538461539
46988,44318,967,39.1,0.17580144777662876
46989,58779,4947,24.6,0.29876692945219324
46990,52440,741,42.1,0.12685560053981107
46991,60179,1614,41.9,0.17286245353159851
46992,53238,16260,44,0.17699876998769987
46994,56563,2815,40.2,0.17904085257548846
46996,44029,6159,43.5,0.1597661958110083
46998,60150,226,51.7,0.0752212389380531
47001,60134,10009,45.7,0.21240883205115396
47003,31799,890,46.2,0.17865168539325843
47006,64839,11880,40.5,0.1452020202020202
47010,23167,220,32,0.32272727272727275
47011,74282,788,37.8,0.13324873096446702
47012,56023,9396,43,0.19848871860366113
47016,73421,796,49.4,0.06030150753768844
47017,53750,481,49.8,0.14345114345114346
47018,67821,4477,38.6,0.15747152110788473
47020,45592,1432,27.8,0.23743016759776536
47022,81250,2980,48.9,0.1221476510067114
47023,60486,1665,33.7,0.22162162162162163
47024,59853,3708,31.1,0.1906688241639698
47025,69638,22794,40.2,0.16881635518118804
47030,68365,2038,36,0.10304219823356231
47031,58348,5477,40.3,0.18148621508124885
47032,63036,3116,40.4,0.13157894736842105
47034,53750,135,32.9,0.17037037037037037
47035,-,246,62.7,0.0
47036,69038,882,44.1,0.08616780045351474
47037,49809,4553,38.6,0.19481660443663518
47038,49150,1716,37.1,0.12645687645687645
47040,53625,5103,48.8,0.13619439545365472
47041,69258,6626,43.5,0.1435255055840628
47042,56470,4089,45.2,0.12643678160919541
47043,47650,5212,47.3,0.17075978511128165
47060,70417,5942,45.4,0.12537866038370918
47102,39824,6953,45.7,0.12915288364734648
47106,63092,5005,42.4,0.13426573426573427
47108,47168,2352,43.4,0.15348639455782312
47110,62375,417,33,0.1079136690647482
47111,63750,16971,38.8,0.16475163514230157
47112,58409,16593,40.9,0.16470800940155486
47114,51579,328,33.7,0.11890243902439024
47115,44107,3025,39,0.16264462809917354
47116,48875,681,53,0.08076358296622614
47117,61759,4531,42.8,0.1487530346501876
47118,38750,3474,40.9,0.14392630972941853
47119,95000,11700,43.9,0.14478632478632478
47120,58534,741,33.5,0.41295546558704455
47122,81405,10943,38.6,0.18441012519418806
47123,58000,122,53.6,0.1557377049180328
47124,80814,5146,39.8,0.17547609794014768
47125,48125,1554,37.3,0.14157014157014158
47126,74940,4698,41,0.20902511707109409
47129,43479,19684,40.8,0.21748628327575695
47130,55089,46645,38.4,0.21595026262193162
47135,65446,938,49.5,0.21002132196162046
47136,79712,4482,40.8,0.14770191878625613
47137,31198,1499,49,0.16611074049366245
47138,58132,4378,47.6,0.12402923709456373
47140,37609,2559,42.1,0.1848378272762798
47141,58553,1542,43.3,0.16277561608300908
47142,52652,1049,45.9,0.14013346043851288
47143,86053,3063,36.2,0.21351616062683643
47145,56157,1913,43.5,0.1934134866701516
47147,40240,1273,38.1,0.14139827179890024
47150,53757,47912,39.2,0.2005551845049257
47160,55625,113,34.1,0.24778761061946902
47161,66882,3305,46.1,0.18033282904689865
47162,43224,801,45.8,0.14232209737827714
47163,53281,1210,52.5,0.10826446280991736
47164,47117,4115,47.6,0.09550425273390037
47165,53698,6034,43.7,0.12180974477958237
47166,43810,1515,44.4,0.2099009900990099
47167,43329,14879,40.9,0.18596679884400832
47170,52509,14919,39.9,0.20959849855888465
47172,79505,17813,37.2,0.1644304721270982
47175,46923,1033,40.6,0.0590513068731849
47177,53611,1241,41,0.20145044319097502
47201,63510,44831,36.9,0.2122638352925431
47203,62958,26807,40.5,0.18987577871451486
47220,56121,5671,40.4,0.1909716099453359
47223,65446,1024,46.5,0.1767578125
47224,45164,520,46.1,0.1076923076923077
47226,64375,260,34,0.4423076923076923
47227,62747,2299,38.1,0.20269682470639408
47229,47813,3261,38.9,0.14750076663600123
47230,50493,1439,51.5,0.14454482279360667
47231,54500,858,37.2,0.09557109557109557
47232,60160,3327,42,0.18545235948301772
47234,60000,1457,46.2,0.13520933424845574
47235,63537,1488,32.9,0.17069892473118278
47240,59516,21836,39.1,0.1800696098186481
47243,54194,5907,31.1,0.2329439647875402
47244,59821,734,36.8,0.1784741144414169
47246,61831,4600,42.3,0.18739130434782608
47247,81667,194,38,0.20618556701030927
47250,50496,22202,42.2,0.18741554814881542
47260,44816,1705,43.3,0.14428152492668622
47263,46071,255,42.5,0.15294117647058825
47264,55158,1197,52.5,0.17042606516290726
47265,51230,20344,39.7,0.18506685017695634
47270,58507,530,42.5,0.05471698113207547
47272,48250,2185,40.3,0.18123569794050343
47273,61579,2210,37,0.17239819004524887
47274,50121,31352,37.7,0.1878986986476142
47280,58393,979,22.4,0.05107252298263534
47281,58152,1237,44.8,0.14470493128536782
47282,34722,293,45.8,0.09897610921501707
47283,49712,3193,40.2,0.18571875978703414
47302,37461,26018,40.8,0.19363517564762855
47303,32234,25124,29.7,0.3529692724088521
47304,54873,32105,35.7,0.2793957327519078
47305,25982,3504,40.6,0.23116438356164384
47306,-,5096,19.5,0.28296703296703296
47320,54423,3648,48.5,0.16611842105263158
47324,35000,149,55.9,0.19463087248322147
47325,70208,663,45.4,0.22322775263951736
47326,64008,2195,25.5,0.1630979498861048
47327,38906,4512,42.9,0.15979609929078015
47330,54313,5196,40.2,0.17436489607390301
47331,45701,22391,42.7,0.16417310526550846
47334,59393,3189,43.4,0.14487300094073377
47335,43011,753,41.8,0.1845949535192563
47336,41895,3243,45.3,0.1356768424298489
47337,49250,138,29.5,0.2391304347826087
47338,51742,2789,38.9,0.18357834349229116
47339,70795,497,46.9,0.0925553319919517
47340,52895,2998,39,0.12308205470313542
47341,63482,2382,40.2,0.15365239294710328
47342,44821,2558,41.8,0.2032838154808444
47344,54375,124,27.5,0.1532258064516129
47345,65613,1406,40.5,0.1514935988620199
47346,54667,3911,41.3,0.17847097928918434
47348,42513,9159,43.6,0.1630090621246861
47351,60417,540,27.6,0.20925925925925926
47352,46719,860,40.8,0.12790697674418605
47353,52210,5508,43.5,0.1508714596949891
47354,44375,1075,44.6,0.20930232558139536
47355,48112,2752,42.8,0.13662790697674418
47356,58583,5286,43.1,0.1882330684827847
47357,53100,822,42.8,0.11557177615571776
47358,48929,1060,36.9,0.16886792452830188
47359,46574,3013,43,0.1553269166943246
47360,48125,1259,50.1,0.17394757744241462
47361,57019,215,39.7,0.17674418604651163
47362,45878,29873,42.6,0.183978843771968
47367,42500,57,65.4,0.0
47368,57500,2831,45.5,0.13917343694807488
47369,44087,1320,49,0.19015151515151515
47371,47686,12200,39.9,0.17991803278688526
47373,43512,2404,43.8,0.17637271214642264
47374,44085,45571,40.7,0.1864124114019881
47380,44153,1476,47.8,0.13685636856368563
47381,45714,122,42.5,0.2459016393442623
47382,40000,255,30.8,0.23921568627450981
47383,63333,3133,44.1,0.14650494733482286
47384,63472,2044,40.1,0.1908023483365949
47385,52875,1277,45.8,0.15505090054815976
47386,64018,1206,52,0.14096185737976782
47387,49457,730,38.3,0.26301369863013696
47388,42188,335,33.5,0.2417910447761194
47390,36816,4960,42.2,0.16088709677419355
47393,79276,1825,35.3,0.1736986301369863
47394,49451,8334,44.3,0.17338612910967122
47396,57157,6903,41.5,0.16876720266550774
47401,52907,43279,32.4,0.31978557730076945
47403,55374,33505,33.9,0.2987613788986718
47404,38731,23832,30.6,0.3805387713997986
47405,-,3697,19.3,0.21801460643765216
47406,-,3945,19.2,0.17313054499366287
47408,35985,25804,23.9,0.4529530305379011
47420,-,439,35.5,0.0
47421,52555,27417,43.8,0.15701936754568332
47424,56613,8965,46.3,0.15727830451756833
47427,56402,662,51.8,0.1404833836858006
47429,63528,9269,39.3,0.16992124285251914
47431,50000,1584,46.8,0.1736111111111111
47432,43061,4386,48.6,0.1511627906976744
47433,57097,4039,44,0.17231988115870264
47436,51397,1379,47.8,0.1602610587382161
47437,-,155,66.6,0.0
47438,48984,4475,38.1,0.1975418994413408
47441,50657,9153,42.8,0.1720747295968535
47443,49750,1275,40.3,0.12549019607843137
47446,52004,10393,41.1,0.17338593283941114
47448,55225,7261,54.6,0.09915989533122159
47449,45156,400,35.8,0.32
47451,46989,1111,40.6,0.16741674167416742
47452,58530,5360,40.2,0.16902985074626867
47453,64276,683,40.5,0.13469985358711567
47454,40259,7046,43,0.15753619074652284
47455,-,76,33.4,0.3815789473684211
47456,51010,1352,42.6,0.23002958579881658
47457,67500,192,29.3,0.125
47458,-,58,46.5,0.0
47459,54722,3597,43.2,0.150403113705866
47460,51991,10917,47.1,0.1504992213978199
47462,69322,4812,37.6,0.24002493765586036
47464,27250,212,45.8,0.16037735849056603
47465,45850,520,44.7,0.18846153846153846
47467,-,167,23,0.40718562874251496
47468,54167,1510,48.6,0.12251655629139073
47469,58532,1828,36.9,0.19420131291028447
47470,47236,1580,44.1,0.1651898734177215
47471,47195,2746,40.9,0.13219227967953387
47501,49500,17882,39.6,0.18197069679006822
47512,42337,4095,38.3,0.16800976800976802
47513,51400,2222,36,0.15346534653465346
47514,51477,1556,37.6,0.40424164524421596
47515,58750,880,35.7,0.19204545454545455
47516,64150,1100,47.5,0.11454545454545455
47519,155750,847,39.5,0.2077922077922078
47520,44470,2786,46.7,0.13962670495333812
47521,98672,692,31.5,0.10404624277456648
47522,58824,437,20,0.2036613272311213
47523,56538,3346,38.2,0.19187089061566048
47524,53750,612,34.3,0.16666666666666666
47525,44079,281,55.6,0.06761565836298933
47527,62813,1935,39.4,0.18449612403100776
47528,43000,504,41.5,0.15674603174603174
47529,51250,1173,31.3,0.2361466325660699
47531,43113,945,44.4,0.18835978835978837
47532,67238,4358,50.4,0.13446535107847638
47535,46111,758,43.5,0.11873350923482849
47537,67500,896,48.8,0.10379464285714286
47541,77578,1196,39.8,0.16387959866220736
47542,52238,10061,38.3,0.1575390120266375
47546,60742,21538,40.6,0.179589562633485
47550,67981,561,41.4,0.13903743315508021
47551,85909,914,32.9,0.24179431072210067
47552,-,270,52.6,0.1925925925925926
47553,58140,8614,39.2,0.15950777803575575
47557,62273,1586,35.8,0.16456494325346785
47558,60449,4632,23.1,0.23100172711571676
47561,46875,1650,39,0.15515151515151515
47562,54556,4755,33.4,0.16845425867507888
47564,52908,1224,52.4,0.11519607843137254
47567,54324,6116,45,0.13325703073904513
47568,52813,829,41.9,0.13148371531966224
47574,-,213,49.6,0.23943661971830985
47575,75294,955,49,0.22094240837696336
47576,78125,341,42.5,0.2404692082111437
47577,83269,1211,49.4,0.13542526837324526
47578,62955,710,54.3,0.20704225352112676
47579,73750,2636,44.2,0.12101669195751139
47580,-,406,48.1,0.16748768472906403
47581,50380,3721,46.6,0.15372211771029293
47584,48214,139,46.5,0.3381294964028777
47585,53107,800,23.4,0.25625
47586,50833,11022,42.5,0.17084013790600616
47588,58631,615,48.5,0.12845528455284552
47590,35278,413,60.8,0.13559322033898305
47591,46728,25370,37.6,0.2160819865983445
47596,-,71,43.8,0.0
47597,62500,904,35.4,0.21017699115044247
47598,48567,3058,39.2,0.17724002616088946
47601,58132,13854,43.6,0.1314421827631009
47610,60428,5444,36.8,0.2044452608376194
47611,59276,1489,42.1,0.11954331766286098
47612,52829,715,44.3,0.15804195804195803
47613,87292,3224,34.9,0.2031637717121588
47615,50435,1832,44.4,0.2210698689956332
47616,72500,265,37.6,0.33584905660377357
47619,59479,1753,44.7,0.13690815744438106
47620,62055,13129,40.7,0.19018965648564248
47630,84026,36182,40.7,0.16381073461942403
47631,67708,2217,50.8,0.15516463689670726
47633,49583,2384,48.1,0.18288590604026847
47634,53412,2358,33.1,0.24978795589482614
47635,53153,5432,45.4,0.12592047128129602
47637,49554,1294,47.7,0.07882534775888717
47638,77461,3514,43.2,0.13403528742174162
47639,95450,4243,37.7,0.15649304737214234
47640,49200,1099,46.5,0.09827115559599636
47648,59238,4219,38.3,0.20336572647546813
47649,53606,1499,49.6,0.11207471647765177
47654,58611,92,36.5,0.07608695652173914
47660,48547,4868,39.8,0.1820049301561216
47665,62048,3746,40.1,0.16924719701014415
47666,40993,1813,37.4,0.1765030336458908
47670,52321,12048,41,0.18932602921646746
47683,56827,235,41.3,0.15319148936170213
47708,99464,445,55.4,0.1101123595505618
47710,37063,18869,40.7,0.19900365679156287
47711,53992,32612,39.7,0.20090764135900896
47712,51910,26764,33.6,0.25291436257659544
