,PostalCode,Population,Median_Income,PerUnder60
930,71631,690,7959,0.93
931,71635,12310,213844,0.9
932,71638,2910,37228,0.9
933,71639,6580,102895,0.91
934,71640,2680,31313,0.9
935,71642,570,11664,0.89
936,71643,1110,14630,0.89
937,71644,800,12543,0.9
938,71646,6990,117723,0.92
939,71647,1830,25113,0.92
940,71652,1000,15931,0.88
941,71653,5160,106124,0.89
942,71654,4910,80531,0.91
943,71655,14700,274750,0.92
944,71658,670,7195,0.91
945,71660,870,16104,0.9
946,71663,740,19232,0.91
947,71665,6200,119998,0.91
948,71667,8060,136842,0.91
949,71670,1290,22069,0.88
950,71671,9420,141474,0.92
951,71674,640,10282,0.89
952,71675,1940,33466,0.9
953,71676,510,7269,0.86
954,71701,19100,342664,0.9
955,71720,2460,38712,0.92
956,71725,480,6560,0.88
957,71726,950,16041,0.84
958,71730,35510,808776,0.91
959,71740,1710,30642,0.91
960,71742,4990,80018,0.9
961,71743,4200,61938,0.92
962,71744,3190,60393,0.9
963,71747,860,12275,0.91
964,71749,2850,53595,0.91
965,71751,890,17592,0.91
966,71752,840,11993,0.89
967,71753,14900,295947,0.91
968,71758,480,9476,0.9
969,71762,2730,65164,0.89
970,71763,1440,28924,0.88
971,71764,1730,28316,0.9
972,71765,2150,36532,0.91
973,71766,610,12259,0.89
974,71770,3470,53436,0.92
975,71801,16920,226669,0.93
976,71822,8610,151626,0.9
977,71825,790,9763,0.92
978,71826,1080,14189,0.92
979,71827,720,12121,0.9
980,71832,12970,163578,0.95
981,71833,2180,37869,0.9
982,71834,1240,20455,0.87
983,71835,1250,20317,0.9
984,71836,2810,47773,0.9
985,71837,5880,88456,0.94
986,71838,970,12865,0.9
987,71841,890,12089,0.92
988,71842,2450,35659,0.93
989,71845,2010,27894,0.91
990,71846,2700,43711,0.91
991,71847,670,10203,0.91
992,71851,2290,28706,0.91
993,71852,11560,183536,0.92
994,71853,430,6960,0.88
995,71854,38460,735986,0.91
996,71855,700,8160,0.93
997,71857,6060,88362,0.91
998,71858,1500,20953,0.89
999,71859,300,5337,0.87
1000,71860,2280,37615,0.91
1001,71861,2020,42965,0.88
1002,71862,750,12052,0.88
1003,71866,670,10618,0.9
1004,71901,30170,640378,0.9
1005,71909,17520,603646,0.66
1006,71913,47750,1097943,0.87
1007,71921,3410,52528,0.91
1008,71923,14140,294573,0.89
1009,71929,5180,96922,0.9
1010,71933,1450,24645,0.92
1011,71935,740,8533,0.92
1012,71937,1870,25293,0.91
1013,71940,1530,23456,0.9
1014,71941,2010,33889,0.9
1015,71943,4890,73640,0.92
1016,71944,760,10471,0.93
1017,71945,1240,16492,0.9
1018,71949,1880,30372,0.91
1019,71950,880,13730,0.91
1020,71953,14330,252116,0.88
1021,71956,1920,26320,0.9
1022,71957,2900,58169,0.82
1023,71958,2490,45707,0.89
1024,71959,740,11001,0.92
1025,71960,1140,16229,0.89
1026,71961,860,16004,0.85
1027,71962,720,12632,0.86
1028,71964,4590,82056,0.91
1029,71965,400,5665,0.9
1030,71968,5040,104097,0.89
1031,71969,260,4049,0.81
1032,71970,590,8527,0.88
1033,71971,470,7323,0.91
1034,71972,400,6442,0.92
1035,71973,1570,17206,0.94
1036,72001,460,6558,0.89
1037,72002,21180,470920,0.93
1038,72003,820,18464,0.88
1039,72004,1170,15713,0.9
1040,72006,2310,35400,0.89
1041,72007,11540,241170,0.94
1042,72010,6690,109779,0.92
1043,72011,5600,106500,0.93
1044,72012,15000,274839,0.93
1045,72013,2020,34251,0.9
1046,72015,31300,587687,0.92
1047,72016,3390,69070,0.9
1048,72017,580,9908,0.9
1049,72019,33010,910929,0.91
1050,72020,3810,57827,0.91
1051,72021,3850,61197,0.9
1052,72022,20310,459957,0.92
1053,72023,44220,972732,0.92
1054,72024,3740,76273,0.9
1055,72025,900,14945,0.91
1056,72026,270,5697,0.78
1057,72027,1460,24707,0.89
1058,72029,1880,26860,0.9
1059,72030,650,9349,0.88
1060,72031,7430,123442,0.89
1061,72032,35500,694445,0.92
1062,72034,50770,1364666,0.92
1063,72036,680,7179,0.9
1064,72039,2550,40755,0.92
1065,72040,2750,47469,0.9
1066,72041,1370,22912,0.9
1067,72042,5240,98928,0.89
1068,72044,900,18615,0.82
1069,72045,1190,29036,0.89
1070,72046,4350,76419,0.91
1071,72047,1270,22870,0.91
1072,72051,620,8426,0.87
1073,72055,870,17873,0.87
1074,72057,1050,21494,0.9
1075,72058,21660,458937,0.93
1076,72060,680,9480,0.91
1077,72061,500,8698,0.88
1078,72063,1740,33612,0.91
1079,72064,2650,50204,0.89
1080,72065,6100,131571,0.91
1081,72067,2450,54944,0.82
1082,72068,680,7186,0.94
1083,72069,1370,19820,0.92
1084,72070,1750,30398,0.9
1085,72072,460,7507,0.87
1086,72073,1130,19710,0.88
1087,72076,41810,670079,0.92
1088,72079,870,15087,0.92
1089,72080,700,10317,0.89
1090,72081,8400,125040,0.93
1091,72082,1740,18215,0.93
1092,72084,1300,18306,0.93
1093,72086,11990,222846,0.91
1094,72087,1860,37312,0.92
1095,72088,1730,46183,0.68
1096,72101,3310,58115,0.9
1097,72102,2920,48080,0.91
1098,72103,15340,245083,0.92
1099,72104,23180,395150,0.91
1100,72106,5860,121496,0.9
1101,72110,12230,235299,0.91
1102,72111,1520,29284,0.91
1103,72112,8800,151084,0.9
1104,72113,30070,885931,0.91
1105,72114,10100,123227,0.94
1106,72116,23920,764354,0.86
1107,72117,15720,207040,0.94
1108,72118,24870,397333,0.92
1109,72120,40000,1015752,0.89
1110,72121,2690,47531,0.9
1111,72122,1420,42943,0.89
1112,72125,980,13275,0.93
1113,72126,3830,70140,0.89
1114,72127,2480,45804,0.9
1115,72128,980,16251,0.92
1116,72129,1510,29986,0.91
1117,72130,460,7046,0.91
1118,72131,4830,94106,0.88
1119,72132,4040,81171,0.91
1120,72134,350,8702,0.89
1121,72135,3270,142160,0.87
1122,72136,1920,34201,0.91
1123,72137,2650,42736,0.91
1124,72140,270,5124,0.85
1125,72141,500,5798,0.92
1126,72142,2770,74748,0.86
1127,72143,35770,750274,0.91
1128,72150,13680,294918,0.91
1129,72152,380,6292,0.87
1130,72153,2400,40950,0.88
1131,72156,660,12512,0.91
1132,72157,1660,27961,0.9
1133,72160,11370,247061,0.9
1134,72167,1840,31790,0.91
1135,72168,270,3940,0.89
1136,72173,12170,238514,0.93
1137,72175,360,4510,0.89
1138,72176,10780,181659,0.95
1139,72179,540,8499,0.91
1140,72181,320,6721,0.88
1141,72201,860,86401,0.83
1142,72202,8470,313328,0.89
1143,72204,31400,410332,0.92
1144,72205,22060,686002,0.88
1145,72206,23230,378576,0.91
1146,72207,12310,938622,0.86
1147,72209,36300,350103,0.95
1148,72210,18200,421755,0.91
1149,72211,26170,923098,0.9
1150,72212,15530,844662,0.87
1151,72223,29710,1723429,0.89
1152,72227,12870,472471,0.87
1153,72301,27270,358206,0.93
1154,72315,22600,355582,0.93
1155,72324,2310,33959,0.93
1156,72326,2240,36468,0.9
1157,72327,1710,30637,0.92
1158,72330,660,7522,0.94
1159,72331,2680,27096,0.94
1160,72333,890,11957,0.9
1161,72335,13930,177175,0.93
1162,72342,4140,63453,0.91
1163,72346,520,7203,0.88
1164,72347,650,9446,0.86
1165,72348,2080,31099,0.9
1166,72350,960,12292,0.92
1167,72354,2320,34934,0.92
1168,72355,2240,35955,0.88
1169,72358,1400,14042,0.95
1170,72360,5770,76095,0.91
1171,72364,19830,422595,0.94
1172,72365,2860,43333,0.91
1173,72366,1930,30599,0.89
1174,72368,880,19899,0.85
1175,72370,8180,113038,0.93
1176,72372,1960,29382,0.9
1177,72373,1160,12034,0.93
1178,72374,680,10353,0.9
1179,72376,1800,34150,0.91
1180,72384,960,10259,0.93
1181,72386,1770,29864,0.91
1182,72390,9110,96261,0.93
1183,72392,440,7244,0.89
1184,72394,550,7253,0.91
1185,72395,1080,22563,0.92
1186,72396,14730,250903,0.92
1187,72401,57820,1083349,0.93
1188,72404,32940,920270,0.93
1189,72410,450,5807,0.93
1190,72411,2530,37108,0.92
1191,72412,570,9800,0.93
1192,72413,540,6687,0.93
1193,72414,490,7744,0.92
1194,72415,1540,23508,0.92
1195,72416,6380,110181,0.93
1196,72417,6100,107484,0.95
1197,72419,1660,26236,0.91
1198,72421,550,7217,0.93
1199,72422,4360,71023,0.91
1200,72425,370,5408,0.89
1201,72429,320,6463,0.88
1202,72430,350,6107,0.89
1203,72432,6450,102179,0.92
1204,72433,2610,35957,0.92
1205,72434,2120,31551,0.91
1206,72435,340,5715,0.88
1207,72436,1090,17020,0.93
1208,72437,3690,62206,0.92
1209,72438,2560,41343,0.93
1210,72440,360,6098,0.89
1211,72442,5450,101847,0.94
1212,72443,3010,45117,0.93
1213,72444,1820,24341,0.91
1214,72447,1880,37859,0.91
1215,72450,41680,767577,0.92
1216,72454,4910,85428,0.89
1217,72455,14260,232065,0.92
1218,72456,450,6921,0.89
1219,72458,620,9326,0.87
1220,72459,1200,16775,0.9
1221,72460,740,11174,0.92
1222,72461,3470,60135,0.9
1223,72466,1360,21259,0.91
1224,72469,1050,16149,0.9
1225,72470,310,5455,0.9
1226,72471,1110,15507,0.92
1227,72472,9720,136807,0.93
1228,72473,2430,38441,0.91
1229,72476,6520,112400,0.91
1230,72479,1280,26440,0.89
1231,72482,1020,14812,0.88
1232,72501,27120,525524,0.91
1233,72512,1920,30683,0.82
1234,72513,2750,45450,0.88
1235,72517,340,5576,0.88
1236,72519,2420,40972,0.86
1237,72520,270,3933,0.89
1238,72521,5100,79929,0.92
1239,72522,460,7542,0.93
1240,72523,900,15028,0.91
1241,72524,390,7354,0.9
1242,72527,740,11706,0.91
1243,72529,3910,63299,0.83
1244,72530,1820,32845,0.88
1245,72531,690,13373,0.83
1246,72532,1460,23442,0.87
1247,72533,320,3627,0.91
1248,72534,1440,24238,0.92
1249,72536,430,6885,0.88
1250,72537,770,14688,0.82
1251,72538,380,6308,0.89
1252,72539,400,6677,0.88
1253,72542,3930,57408,0.89
1254,72543,12660,266498,0.85
1255,72544,500,11049,0.8
1256,72550,960,16137,0.91
1257,72554,2780,41152,0.88
1258,72556,3640,70713,0.89
1259,72560,8890,143930,0.87
1260,72561,860,15218,0.9
1261,72562,2220,37206,0.92
1262,72564,510,7046,0.88
1263,72565,880,10597,0.92
1264,72566,480,8324,0.9
1265,72567,290,4074,0.9
1266,72568,1970,30030,0.93
1267,72569,440,6534,0.91
1268,72571,400,7513,0.95
1269,72573,390,5209,0.9
1270,72576,4030,62336,0.9
1271,72577,600,10333,0.88
1272,72579,1560,27667,0.92
1273,72581,910,21145,0.78
1274,72583,1790,23604,0.91
1275,72584,540,7406,0.89
1276,72601,30470,575112,0.9
1277,72611,2010,30126,0.9
1278,72616,12120,194730,0.91
1279,72619,1790,37037,0.77
1280,72623,650,10674,0.83
1281,72624,450,6650,0.89
1282,72626,1060,24505,0.8
1283,72628,660,9432,0.86
1284,72629,510,8157,0.88
1285,72631,3770,96315,0.73
1286,72632,4170,104146,0.79
1287,72633,1730,26422,0.91
1288,72634,4840,86553,0.86
1289,72635,4050,63706,0.9
1290,72638,8930,125187,0.93
1291,72639,450,5383,0.89
1292,72640,340,5353,0.91
1293,72641,2450,37289,0.87
1294,72642,1670,42517,0.71
1295,72644,2450,38456,0.87
1296,72645,1600,22033,0.88
1297,72648,700,9746,0.87
1298,72650,4310,56471,0.9
1299,72651,1180,22216,0.81
1300,72653,28130,631248,0.83
1301,72655,430,4966,0.91
1302,72658,1620,30878,0.83
1303,72660,510,8416,0.88
1304,72661,470,10321,0.72
1305,72662,3250,56853,0.89
1306,72663,320,3945,0.91
1307,72666,260,4419,0.85
1308,72668,410,7752,0.8
1309,72675,1300,18868,0.88
1310,72679,1160,6237,1.0
1311,72680,790,10692,0.87
1312,72682,530,8333,0.87
1313,72683,400,3934,0.95
1314,72685,1340,19218,0.9
1315,72687,5780,97398,0.87
1316,72701,34840,1060237,0.91
1317,72703,33500,1320413,0.91
1318,72704,31320,941886,0.94
1319,72712,47070,7464966,0.94
1320,72714,15640,447227,0.86
1321,72715,18300,583590,0.79
1322,72717,850,12872,0.91
1323,72718,6440,239388,0.96
1324,72719,20150,488214,0.97
1325,72721,390,5842,0.9
1326,72722,3730,60901,0.95
1327,72727,7080,133665,0.92
1328,72730,11820,280438,0.92
1329,72732,5320,128612,0.89
1330,72734,9560,175391,0.93
1331,72736,8220,174992,0.93
1332,72738,2860,60816,0.91
1333,72739,610,12038,0.9
1334,72740,11410,181632,0.92
1335,72742,560,8347,0.82
1336,72744,6040,93261,0.93
1337,72745,16360,353120,0.94
1338,72751,10170,199669,0.94
1339,72752,290,3673,0.86
1340,72753,12430,250757,0.92
1341,72756,48230,1024097,0.92
1342,72758,55100,1932079,0.94
1343,72760,290,3891,0.86
1344,72761,28030,498560,0.93
1345,72762,51420,1306203,0.93
1346,72764,74210,1132282,0.96
1347,72768,1300,17880,0.92
1348,72769,1170,19737,0.92
1349,72773,1170,19197,0.91
1350,72774,7360,151160,0.9
1351,72776,690,8007,0.93
1352,72801,16030,270656,0.92
1353,72802,25470,596560,0.91
1354,72821,1670,24200,0.92
1355,72823,6960,116645,0.92
1356,72824,1620,21769,0.92
1357,72830,17320,260956,0.93
1358,72832,900,11407,0.92
1359,72833,5530,75886,0.94
1360,72834,11510,187303,0.92
1361,72835,870,14584,0.9
1362,72837,8730,174112,0.91
1363,72839,270,4824,0.89
1364,72840,2280,27946,0.93
1365,72842,1320,18948,0.89
1366,72843,2500,39945,0.92
1367,72845,1320,23868,0.91
1368,72846,4410,72947,0.93
1369,72847,2780,52033,0.9
1370,72851,800,12603,0.9
1371,72852,340,3974,0.91
1372,72853,2020,27994,0.93
1373,72854,580,10242,0.86
1374,72855,6150,102646,0.9
1375,72856,420,5717,0.88
1376,72857,1160,18247,0.9
1377,72858,4500,78968,0.94
1378,72860,380,6293,0.89
1379,72863,1890,33258,0.91
1380,72865,1180,20773,0.9
1381,72901,20630,340703,0.93
1382,72903,26170,782165,0.88
1383,72904,26180,250787,0.95
1384,72908,16080,360318,0.91
1385,72916,10940,379897,0.88
1386,72921,16270,309480,0.92
1387,72923,5120,81435,0.91
1388,72926,490,5996,0.9
1389,72927,8720,128627,0.91
1390,72928,780,10665,0.9
1391,72930,510,8808,0.9
1392,72932,1730,26894,0.92
1393,72933,5370,104918,0.9
1394,72934,840,12677,0.93
1395,72936,17920,373279,0.92
1396,72937,3780,66395,0.9
1397,72938,1170,18550,0.9
1398,72940,2430,44581,0.9
1399,72941,6020,121694,0.91
1400,72943,2710,39454,0.92
1401,72944,2910,51066,0.91
1402,72946,3530,63296,0.9
1403,72947,4000,64890,0.9
1404,72948,400,6969,0.9
1405,72949,10060,176694,0.91
1406,72950,390,6579,0.9
1407,72951,1100,18727,0.88
1408,72952,2630,50385,0.9
1409,72955,520,6829,0.92
1410,72956,37580,645955,0.92
1411,72958,7620,100663,0.92
1412,72959,2890,48087,0.89
1413,99999,97760,2748561,0.89
1414,0,46854900,1645461589,0.92
1415,90001,72610,693163,0.97
1416,90002,67190,640966,0.97
1417,90003,90500,823715,0.97
1418,90004,61600,2183711,0.93
1419,90005,35860,946397,0.94
1420,90006,58300,777586,0.95
1421,90007,29130,422115,0.95
1422,90008,34020,872378,0.89
1423,90010,4770,503714,0.88
1424,90011,128990,1158566,0.97
1425,90012,22350,777639,0.92
1426,90013,6580,423155,0.93
1427,90014,5420,346189,0.94
1428,90015,20820,831360,0.95
1429,90016,54110,1099031,0.93
1430,90017,22250,810555,0.96
1431,90018,55330,913711,0.94
1432,90019,65240,1798414,0.92
1433,90020,39480,1361723,0.94
1434,90021,2450,158796,0.93
1435,90022,83730,1005607,0.96
1436,90023,56920,628601,0.97
1437,90024,27070,5741101,0.84
1438,90025,47380,6569435,0.9
1439,90026,62370,1912393,0.93
1440,90027,41170,2360879,0.91
1441,90028,24320,859026,0.94
1442,90029,35610,712463,0.94
1443,90031,42230,699125,0.94
1444,90032,49870,934800,0.94
1445,90033,52410,622055,0.96
1446,90034,59250,2565205,0.93
1447,90035,31090,1705202,0.9
1448,90036,37670,2603281,0.92
1449,90037,73320,744411,0.96
1450,90038,26760,690825,0.95
1451,90039,30210,1440242,0.9
1452,90040,16180,360533,0.94
1453,90041,28770,1026608,0.89
1454,90042,63080,1609165,0.93
1455,90043,51580,1167034,0.9
1456,90044,112300,1208403,0.96
1457,90045,40080,2274502,0.88
1458,90046,40410,3292416,0.9
1459,90047,60250,1040786,0.91
1460,90048,20690,2037956,0.87
1461,90049,36180,8254674,0.85
1462,90056,9580,500042,0.82
1463,90057,40030,532675,0.95
1464,90058,4620,225172,0.96
1465,90059,55440,563875,0.97
1466,90061,36230,405316,0.96
1467,90062,38870,536860,0.94
1468,90063,63800,799233,0.96
1469,90064,31800,3729309,0.87
1470,90065,51280,1462177,0.92
1471,90066,58320,3180478,0.9
1472,90067,7100,3780246,0.8
1473,90068,19230,1649656,0.87
1474,90069,18360,3085830,0.86
1475,90077,9090,2899015,0.82
1476,90094,10430,919218,0.92
1477,90201,124960,1343455,0.97
1478,90210,19720,7143429,0.82
1479,90211,12190,1811089,0.88
1480,90212,14920,3105795,0.86
1481,90220,67100,869317,0.95
1482,90221,71980,796577,0.96
1483,90222,41510,468683,0.96
1484,90230,37090,1682910,0.89
1485,90232,18520,991073,0.9
1486,90240,33400,862247,0.93
1487,90241,55640,1219396,0.93
1488,90242,53640,1009302,0.94
1489,90245,22440,1369201,0.9
1490,90247,58350,1095757,0.92
1491,90248,13500,376243,0.89
1492,90249,33680,719580,0.91
1493,90250,115850,2284181,0.94
1494,90254,21360,2517658,0.9
1495,90255,94430,1060479,0.96
1496,90260,41580,768535,0.94
1497,90262,89130,1055255,0.96
1498,90265,13160,1837226,0.8
1499,90266,43020,5877196,0.88
1500,90270,34410,378658,0.97
1501,90272,25540,5993079,0.83
1502,90274,31940,4193752,0.83
1503,90275,50510,3632665,0.85
1504,90277,40460,2751029,0.86
1505,90278,50070,2442628,0.91
1506,90280,123070,1611682,0.96
1507,90290,6620,513440,0.86
1508,90291,24290,2244779,0.9
1509,90292,23000,2458005,0.86
1510,90293,11920,910905,0.85
1511,90301,41560,655968,0.94
1512,90302,33470,641021,0.93
1513,90303,30880,459091,0.94
1514,90304,33190,432548,0.96
1515,90305,17070,478773,0.86
1516,90401,7330,1006064,0.9
1517,90402,11720,3245396,0.81
1518,90403,25320,2398997,0.86
1519,90404,21700,1114867,0.91
1520,90405,28260,2481129,0.86
1521,90501,52810,1391537,0.92
1522,90502,21020,558220,0.9
1523,90503,53360,2282518,0.89
1524,90504,41100,1249452,0.9
1525,90505,44140,1917327,0.87
1526,90601,38920,1066633,0.91
1527,90602,29600,625225,0.94
1528,90603,25750,849373,0.9
1529,90604,49860,1095401,0.93
1530,90605,53000,1150752,0.94
1531,90606,40290,737074,0.94
1532,90620,57580,1434586,0.91
1533,90621,44920,914492,0.94
1534,90623,19300,671446,0.89
1535,90630,63660,2015901,0.9
1536,90631,85610,2294596,0.92
1537,90638,55420,1608481,0.89
1538,90640,75970,1478701,0.93
1539,90650,131780,2303755,0.94
1540,90660,79050,1392781,0.94
1541,90670,21240,602149,0.93
1542,90680,37510,619503,0.93
1543,90701,20200,407285,0.92
1544,90703,62470,2245841,0.87
1545,90706,96330,1731852,0.94
1546,90710,31220,703697,0.91
1547,90712,39530,1195430,0.91
1548,90713,35620,1130521,0.9
1549,90715,25720,531043,0.93
1550,90716,18070,224726,0.96
1551,90717,24770,688709,0.89
1552,90720,28670,1392593,0.88
1553,90723,72720,963235,0.96
1554,90731,65820,1596022,0.92
1555,90732,23680,1019174,0.84
1556,90740,26240,1523231,0.71
1557,90744,68730,950399,0.96
1558,90745,73990,1554338,0.91
1559,90746,32810,875642,0.88
1560,90755,13820,488516,0.92
1561,90802,35690,1355749,0.93
1562,90803,31490,2492969,0.82
1563,90804,41960,854449,0.95
1564,90805,120000,1721541,0.96
1565,90806,51150,818446,0.95
1566,90807,38680,1461471,0.89
1567,90808,48690,1916500,0.88
1568,90810,47550,775164,0.94
1569,90813,62260,717123,0.97
1570,90814,19210,918141,0.89
1571,90815,44860,1874042,0.88
1572,91001,42310,1918693,0.87
1573,91006,38940,1849421,0.89
1574,91007,37610,1498441,0.89
1575,91008,1130,152276,0.81
1576,91010,30830,726527,0.9
1577,91011,26500,3218179,0.88
1578,91016,47470,1493187,0.9
1579,91020,9220,271487,0.91
1580,91024,12850,752349,0.84
1581,91030,31680,1895852,0.9
1582,91040,23260,735267,0.89
1583,91042,30370,787652,0.9
1584,91101,18150,1050603,0.9
1585,91103,30400,1114630,0.92
1586,91104,39800,1397660,0.9
1587,91105,13730,1835861,0.81
1588,91106,23780,1645771,0.9
1589,91107,37950,1983902,0.88
1590,91108,16110,2015612,0.86
1591,91201,24450,668738,0.92
1592,91202,24770,1086760,0.9
1593,91203,16720,481470,0.93
1594,91204,17320,363009,0.94
1595,91205,38420,776206,0.93
1596,91206,35730,1248424,0.9
1597,91207,11740,725917,0.87
1598,91208,19650,1062779,0.88
1599,91210,380,34253,0.92
1600,91214,39100,1549047,0.9
1601,91301,30570,1842707,0.87
1602,91302,29250,3972225,0.87
1603,91303,31960,586853,0.95
1604,91304,59990,1563494,0.92
1605,91306,56410,1152491,0.92
1606,91307,30390,1305515,0.88
1607,91311,44320,1810112,0.88
1608,91316,31570,2188715,0.88
1609,91320,56030,2467547,0.89
1610,91321,40540,1056424,0.91
1611,91324,33440,979248,0.91
1612,91325,37730,1166226,0.91
1613,91326,44920,2011411,0.88
1614,91331,126950,1712527,0.96
1615,91335,88700,1695572,0.93
1616,91340,44220,639711,0.95
1617,91342,118190,2190970,0.94
1618,91343,72110,1405371,0.93
1619,91344,63920,2067429,0.9
1620,91345,23530,486535,0.92
1621,91350,52140,1802159,0.92
1622,91351,43430,1008689,0.93
1623,91352,57610,1047527,0.94
1624,91354,43470,1642874,0.93
1625,91355,37850,1712156,0.89
1626,91356,33530,1870961,0.88
1627,91360,49660,1974631,0.87
1628,91361,23710,2586089,0.83
1629,91362,43970,3143473,0.87
1630,91364,31650,2472542,0.87
1631,91367,48430,2612011,0.89
1632,91377,17540,961012,0.89
1633,91381,26030,1233969,0.94
1634,91384,30090,894882,0.93
1635,91387,55850,1693734,0.94
1636,91390,24430,920835,0.91
1637,91401,42590,1256893,0.92
1638,91402,82190,1114348,0.95
1639,91403,27990,2398648,0.89
1640,91405,59590,975203,0.95
1641,91406,61020,1399993,0.93
1642,91411,25520,701220,0.94
1643,91423,33910,2587474,0.88
1644,91436,23180,5472072,0.86
1645,91501,23010,803620,0.91
1646,91502,11990,351910,0.94
1647,91504,30710,1092597,0.91
1648,91505,36070,1665501,0.9
1649,91506,22580,873101,0.89
1650,91601,37790,1127536,0.94
1651,91602,19120,1165767,0.9
1652,91604,31250,2515106,0.88
1653,91605,63740,1045989,0.94
1654,91606,48440,919303,0.94
1655,91607,31470,1411447,0.9
1656,91701,47700,1471530,0.89
1657,91702,73000,1392294,0.94
1658,91706,96830,1401307,0.95
