,PostalCode,Population,Median_Income,PerUnder60
8555,67124,9050,211196,0.87
8556,67127,710,13375,0.85
8557,67131,300,6415,0.87
8558,67132,420,7503,0.9
8559,67133,8620,222698,0.9
8560,67134,420,9117,0.86
8561,67135,4180,97210,0.9
8562,67137,610,11059,0.84
8563,67138,410,8504,0.88
8564,67140,880,17799,0.89
8565,67142,370,6885,0.81
8566,67144,3500,90046,0.89
8567,67146,2200,52476,0.88
8568,67147,13440,336130,0.91
8569,67149,1390,40402,0.88
8570,67151,610,12084,0.9
8571,67152,10280,210695,0.88
8572,67154,1800,40273,0.89
8573,67156,15650,351343,0.88
8574,67202,1730,94927,0.91
8575,67203,31630,571222,0.9
8576,67204,26670,570812,0.9
8577,67205,25870,1028701,0.9
8578,67206,19120,1419572,0.84
8579,67207,32710,679675,0.92
8580,67208,19390,441455,0.9
8581,67209,16480,392494,0.89
8582,67210,10630,150276,0.95
8583,67211,21920,281551,0.93
8584,67212,50320,1220584,0.88
8585,67213,21720,290893,0.93
8586,67214,16980,158228,0.95
8587,67215,8170,194178,0.92
8588,67216,27560,361809,0.93
8589,67217,35990,546172,0.92
8590,67218,25480,449375,0.91
8591,67219,15190,256471,0.93
8592,67220,14990,365118,0.89
8593,67223,700,31694,0.87
8594,67226,23410,873948,0.88
8595,67227,610,18820,0.93
8596,67228,3670,174457,0.95
8597,67230,16170,925635,0.89
8598,67232,400,14159,0.88
8599,67235,19290,627364,0.91
8600,67301,13700,262882,0.89
8601,67330,1860,36159,0.9
8602,67333,3060,55916,0.89
8603,67335,3760,63567,0.9
8604,67336,1600,22353,0.86
8605,67337,12230,223325,0.88
8606,67341,640,6413,0.94
8607,67342,1010,20324,0.87
8608,67344,890,16556,0.87
8609,67346,400,7159,0.8
8610,67347,460,9790,0.87
8611,67349,1050,17863,0.85
8612,67351,430,7915,0.86
8613,67352,450,6762,0.84
8614,67353,550,9620,0.82
8615,67354,900,15288,0.9
8616,67356,2920,51698,0.88
8617,67357,13250,248120,0.88
8618,67360,360,5242,0.89
8619,67361,1940,33966,0.87
8620,67401,57650,1345081,0.88
8621,67410,11470,249023,0.87
8622,67416,1450,31110,0.88
8623,67420,5060,112734,0.86
8624,67422,1580,39216,0.87
8625,67423,320,5082,0.88
8626,67425,790,15876,0.9
8627,67427,430,8409,0.79
8628,67428,1680,35832,0.88
8629,67430,670,14144,0.82
8630,67431,2990,61261,0.89
8631,67432,6900,146319,0.86
8632,67436,660,11763,0.85
8633,67437,1100,25314,0.83
8634,67438,370,6032,0.86
8635,67439,3180,75616,0.85
8636,67441,1290,21166,0.91
8637,67443,2250,53762,0.89
8638,67444,600,10389,0.85
8639,67445,610,10904,0.8
8640,67446,680,15588,0.82
8641,67447,300,5800,0.87
8642,67448,1550,32321,0.86
8643,67449,3030,57728,0.86
8644,67450,600,15646,0.87
8645,67451,1010,22716,0.85
8646,67454,600,12872,0.85
8647,67455,2020,37592,0.86
8648,67456,5120,129883,0.85
8649,67457,1010,21091,0.88
8650,67458,270,4737,0.85
8651,67460,18110,471748,0.87
8652,67464,1110,25466,0.83
8653,67466,710,11175,0.86
8654,67467,3230,64533,0.88
8655,67468,350,5618,0.89
8656,67470,530,13636,0.83
8657,67473,1830,39578,0.84
8658,67480,1960,43284,0.88
8659,67481,640,11557,0.83
8660,67483,350,6787,0.89
8661,67484,980,18933,0.88
8662,67485,370,7624,0.81
8663,67487,1620,31506,0.89
8664,67490,1050,22243,0.82
8665,67491,460,10693,0.87
8666,67492,290,5122,0.86
8667,67501,24610,370225,0.9
8668,67502,27340,804190,0.85
8669,67505,2640,52783,0.84
8670,67510,320,5537,0.81
8671,67511,330,7076,0.79
8672,67514,760,14082,0.88
8673,67516,430,7335,0.86
8674,67520,390,8650,0.82
8675,67522,2550,56430,0.88
8676,67523,450,9367,0.87
8677,67524,620,13143,0.89
8678,67525,1230,32244,0.87
8679,67526,3020,64242,0.87
8680,67529,370,8073,0.86
8681,67530,20380,442299,0.88
8682,67543,2360,45903,0.89
8683,67544,3670,73080,0.87
8684,67546,3020,72719,0.87
8685,67547,2070,43483,0.85
8686,67548,1590,34301,0.84
8687,67550,5370,114101,0.86
8688,67552,770,15781,0.87
8689,67554,4810,89188,0.88
8690,67556,290,4645,0.79
8691,67557,740,12279,0.91
8692,67560,1840,45893,0.84
8693,67561,1770,29513,0.89
8694,67563,380,9459,0.84
8695,67564,310,7191,0.87
8696,67565,500,9052,0.86
8697,67566,730,12880,0.88
8698,67567,580,11434,0.86
8699,67568,300,4985,0.83
8700,67570,1600,32298,0.88
8701,67572,410,11721,0.78
8702,67575,420,7795,0.81
8703,67576,2170,43078,0.87
8704,67578,1380,30894,0.85
8705,67579,3100,68356,0.88
8706,67581,340,6390,0.82
8707,67583,1040,17167,0.88
8708,67584,240,7011,0.75
8709,67601,24980,653149,0.88
8710,67621,400,7018,0.8
8711,67622,570,10400,0.86
8712,67625,260,4403,0.85
8713,67632,230,4210,0.83
8714,67634,280,5395,0.79
8715,67637,3060,69548,0.88
8716,67640,630,11307,0.89
8717,67642,1890,37667,0.84
8718,67643,190,4549,0.74
8719,67645,460,9364,0.85
8720,67646,690,14157,0.83
8721,67647,320,7802,0.88
8722,67648,510,8670,0.82
8723,67649,290,4777,0.83
8724,67651,480,8963,0.85
8725,67653,280,4107,0.86
8726,67654,4130,96433,0.86
8727,67657,380,7488,0.87
8728,67661,3750,81097,0.85
8729,67663,2790,61066,0.86
8730,67664,330,6066,0.85
8731,67665,5550,116344,0.86
8732,67669,2030,39164,0.86
8733,67671,1860,43983,0.85
8734,67672,2590,59909,0.84
8735,67701,7350,181226,0.88
8736,67730,2010,50173,0.84
8737,67731,750,13182,0.87
8738,67732,610,14055,0.9
8739,67735,6200,125021,0.89
8740,67737,580,13685,0.84
8741,67738,590,12141,0.85
8742,67739,200,4276,0.75
8743,67740,2170,53464,0.86
8744,67741,280,4290,0.86
8745,67744,250,5180,0.8
8746,67745,330,8284,0.82
8747,67748,3010,71895,0.86
8748,67749,2410,48544,0.82
8749,67752,1630,33581,0.87
8750,67753,510,11468,0.9
8751,67756,2050,44209,0.82
8752,67757,490,11748,0.84
8753,67758,1290,27846,0.86
8754,67761,330,5411,0.91
8755,67762,360,7009,0.89
8756,67764,400,8636,0.88
8757,67801,41220,663734,0.94
8758,67831,1150,23625,0.88
8759,67834,1030,23862,0.86
8760,67835,3740,86980,0.91
8761,67837,1060,25410,0.92
8762,67838,1210,19955,0.93
8763,67839,1550,34938,0.85
8764,67841,420,7955,0.88
8765,67842,490,10852,0.88
8766,67844,940,23941,0.86
8767,67846,46800,862563,0.94
8768,67849,480,8604,0.85
8769,67850,400,7785,0.9
8770,67851,3840,66198,0.95
8771,67853,1040,23770,0.92
8772,67854,1390,32220,0.85
8773,67855,2520,62971,0.92
8774,67859,780,15157,0.91
8775,67860,3700,80371,0.91
8776,67861,2660,53873,0.89
8777,67863,400,9411,0.85
8778,67864,2330,50158,0.87
8779,67865,1250,25750,0.87
8780,67867,2030,49477,0.89
8781,67869,1840,35780,0.93
8782,67870,2080,42561,0.92
8783,67871,6160,165366,0.89
8784,67876,1620,35599,0.9
8785,67877,2940,68494,0.93
8786,67878,2700,43282,0.92
8787,67879,1540,32836,0.87
8788,67880,9580,174403,0.92
8789,67882,430,9876,0.86
8790,67901,27030,394957,0.95
8791,67950,2570,52964,0.89
8792,67951,5860,121047,0.91
8793,67952,800,16147,0.92
8794,67954,690,13161,0.87
8795,99999,32210,1113018,0.85
8796,0,4869990,115900983,0.91
8797,40003,2210,50147,0.9
8798,40004,35740,836882,0.91
8799,40006,5620,111280,0.91
8800,40007,270,4513,0.85
8801,40008,4760,95092,0.91
8802,40009,1150,16078,0.93
8803,40010,930,35546,0.91
8804,40011,2900,59009,0.9
8805,40012,660,11183,0.89
8806,40013,7200,181757,0.91
8807,40014,29060,936330,0.92
8808,40019,4350,78531,0.91
8809,40022,1180,48956,0.87
8810,40023,7730,301755,0.91
8811,40026,8230,374492,0.92
8812,40031,26840,715420,0.91
8813,40033,13810,263639,0.91
8814,40037,3410,64735,0.92
8815,40040,740,9805,0.93
8816,40041,370,46110,0.24
8817,40045,3420,66303,0.9
8818,40046,2160,45894,0.92
8819,40047,28380,699083,0.92
8820,40050,1760,34623,0.89
8821,40051,4970,98469,0.9
8822,40052,660,10715,0.91
8823,40055,2380,65514,0.89
8824,40056,4430,150569,0.9
8825,40057,3830,72886,0.9
8826,40059,25720,1975256,0.89
8827,40060,1190,22410,0.92
8828,40062,350,6260,0.91
8829,40065,37810,848482,0.91
8830,40067,6630,291550,0.89
8831,40068,3410,91429,0.9
8832,40069,9850,202904,0.9
8833,40070,660,12710,0.91
8834,40071,19220,482141,0.92
8835,40075,1400,26104,0.91
8836,40076,3130,72740,0.88
8837,40077,660,17625,0.88
8838,40078,2600,42535,0.91
8839,40104,1220,22072,0.9
8840,40107,2450,54478,0.9
8841,40108,14640,324406,0.9
8842,40109,2890,73607,0.86
8843,40111,1620,25445,0.9
8844,40115,710,11756,0.89
8845,40117,3330,63737,0.9
8846,40118,10990,181175,0.92
8847,40119,2150,39394,0.88
8848,40121,10040,156102,0.99
8849,40140,950,14449,0.93
8850,40142,2650,54705,0.91
8851,40143,6040,120283,0.89
8852,40144,2210,34650,0.92
8853,40145,950,10958,0.93
8854,40146,4130,73867,0.91
8855,40150,4880,98743,0.9
8856,40152,920,19158,0.86
8857,40155,1050,12555,0.92
8858,40157,1160,21235,0.91
8859,40160,26530,425660,0.92
8860,40162,8010,165767,0.93
8861,40165,41780,975098,0.91
8862,40170,380,4406,0.92
8863,40171,300,5293,0.87
8864,40175,18270,359801,0.92
8865,40176,1460,24829,0.92
8866,40177,1710,28707,0.92
8867,40178,500,8216,0.88
8868,40202,3890,320775,0.9
8869,40203,14880,197011,0.94
8870,40204,12910,673173,0.88
8871,40205,24980,1297146,0.85
8872,40206,19360,851551,0.88
8873,40207,33740,2035239,0.84
8874,40208,10100,177878,0.94
8875,40209,510,8133,0.9
8876,40210,15030,145571,0.92
8877,40211,23900,257705,0.93
8878,40212,17490,178161,0.93
8879,40213,18030,375935,0.91
8880,40214,51880,955382,0.92
8881,40215,22840,267988,0.94
8882,40216,49380,809140,0.91
8883,40217,11410,308348,0.89
8884,40218,37370,608512,0.92
8885,40219,45370,744600,0.92
8886,40220,37410,1020609,0.87
8887,40222,24450,1299364,0.86
8888,40223,27670,1248746,0.87
8889,40228,21950,495786,0.9
8890,40229,45090,888684,0.93
8891,40241,36770,1568460,0.86
8892,40242,12220,375960,0.87
8893,40243,12700,399073,0.85
8894,40245,45960,2093135,0.9
8895,40258,30670,578586,0.91
8896,40272,42590,810616,0.91
8897,40291,45940,1266071,0.89
8898,40299,50150,1551460,0.89
8899,40311,7750,116560,0.91
8900,40312,6250,83020,0.93
8901,40313,2550,35337,0.94
8902,40316,360,4734,0.92
8903,40322,3200,44157,0.92
8904,40324,60300,1498467,0.93
8905,40328,1390,20746,0.93
8906,40330,22000,431628,0.9
8907,40336,12840,204097,0.91
8908,40337,6060,85380,0.94
8909,40342,26960,567364,0.91
8910,40346,990,10871,0.95
8911,40347,3380,114895,0.87
8912,40351,19890,383453,0.91
8913,40353,24850,483130,0.92
8914,40356,51060,1346769,0.91
8915,40358,830,13414,0.94
8916,40359,8050,145689,0.91
8917,40360,8030,114301,0.93
8918,40361,19660,420295,0.91
8919,40370,3350,75341,0.92
8920,40371,2930,42395,0.92
8921,40372,2570,59994,0.89
8922,40374,2100,28787,0.92
8923,40379,4450,96798,0.91
8924,40380,7410,113903,0.92
8925,40383,29310,793528,0.89
8926,40385,3580,62508,0.91
8927,40387,1820,24243,0.91
8928,40390,7460,151538,0.9
8929,40391,39300,832134,0.9
8930,40402,3050,42214,0.93
8931,40403,29130,534470,0.92
8932,40409,3730,58689,0.92
8933,40419,4810,63341,0.93
8934,40422,24410,570094,0.88
8935,40437,4700,72757,0.91
8936,40440,2560,39802,0.92
8937,40442,1080,14089,0.93
8938,40444,15590,297236,0.9
8939,40445,760,9872,0.92
8940,40447,7110,91097,0.93
8941,40456,9230,147178,0.92
8942,40460,850,10510,0.94
8943,40461,2780,52415,0.91
8944,40464,1020,16794,0.92
8945,40468,2150,37994,0.91
8946,40472,1450,20634,0.9
8947,40475,60410,1400500,0.91
8948,40481,560,7565,0.93
8949,40484,12900,236072,0.91
8950,40486,2240,30256,0.93
8951,40489,4200,54935,0.92
8952,40502,27220,1574591,0.85
8953,40503,29360,875655,0.87
8954,40504,25250,464104,0.91
8955,40505,27460,514330,0.9
8956,40507,1320,142941,0.83
8957,40508,13550,274951,0.93
8958,40509,50050,1574740,0.92
8959,40510,1030,57423,0.83
8960,40511,39290,896081,0.93
8961,40513,14100,697176,0.88
8962,40514,20290,546781,0.91
8963,40515,41880,1421885,0.91
8964,40516,3070,88610,0.89
8965,40517,39550,709957,0.93
8966,40601,57490,1463837,0.88
8967,40701,31250,499667,0.93
8968,40729,6400,90192,0.94
8969,40734,4050,50287,0.94
8970,40737,1520,17905,0.94
8971,40740,3420,43031,0.95
8972,40741,23160,424025,0.92
8973,40744,20440,360535,0.93
8974,40759,2780,28703,0.95
8975,40763,380,3780,1.0
8976,40769,17250,221274,0.93
8977,40771,1310,13659,0.94
8978,40806,2180,30615,0.92
8979,40810,1140,13205,0.94
8980,40813,640,9267,0.92
8981,40815,1260,12746,0.94
8982,40819,710,8940,0.93
8983,40820,340,3442,1.0
8984,40823,3070,38061,0.92
8985,40826,550,5428,0.95
8986,40827,570,7361,0.93
8987,40828,3520,36576,0.95
8988,40831,4720,84159,0.91
8989,40856,500,7496,0.92
8990,40862,540,6701,0.94
8991,40863,380,4897,0.92
8992,40865,350,4846,0.91
8993,40868,720,8315,0.94
8994,40870,420,5339,0.93
8995,40873,1860,23670,0.93
8996,40902,650,4972,0.97
8997,40903,940,10667,0.95
8998,40906,10700,157806,0.93
8999,40914,600,6984,0.93
9000,40915,1210,14718,0.93
9001,40923,990,9611,0.94
9002,40927,430,4005,1.0
9003,40935,2080,20026,0.96
9004,40939,500,5967,0.92
9005,40940,450,4494,0.93
9006,40943,1020,11214,0.93
9007,40949,830,11951,0.92
9008,40953,570,5986,0.95
9009,40958,430,5558,0.93
9010,40962,15600,196161,0.94
9011,40965,11850,157851,0.92
9012,40972,1210,11726,0.93
9013,40977,7580,111992,0.92
9014,40988,410,3743,0.93
9015,41001,23830,645638,0.91
9016,41002,2670,49052,0.9
9017,41003,2690,45627,0.91
9018,41004,4550,82717,0.91
9019,41005,29900,750977,0.92
9020,41006,4970,115434,0.9
9021,41007,4880,132123,0.9
9022,41008,8500,156540,0.92
9023,41010,3310,59662,0.92
9024,41011,25650,1012311,0.9
9025,41014,7070,113628,0.93
9026,41015,23960,583707,0.91
9027,41016,5900,139401,0.91
9028,41017,48520,5163482,0.88
9029,41018,34050,715909,0.92
9030,41030,7430,166191,0.92
9031,41031,17970,354812,0.9
9032,41033,2560,50646,0.93
9033,41034,1170,22029,0.91
9034,41035,13120,245015,0.93
9035,41039,3040,48258,0.92
9036,41040,7940,142775,0.91
9037,41041,8080,135219,0.9
9038,41042,61920,1412143,0.91
9039,41043,2130,46984,0.89
9040,41044,1280,22053,0.91
9041,41045,1470,27927,0.93
9042,41046,2120,33770,0.94
9043,41048,21520,641411,0.94
9044,41049,2680,38728,0.92
9045,41051,39680,929075,0.94
9046,41052,300,6657,0.87
9047,41055,2010,40472,0.91
9048,41056,15100,313885,0.9
9049,41059,3070,86725,0.87
9050,41063,3440,85454,0.9
9051,41064,2000,32538,0.9
9052,41071,19220,520929,0.91
9053,41073,5650,182062,0.88
9054,41074,5660,118076,0.92
9055,41075,21260,832656,0.9
9056,41076,17180,593873,0.85
9057,41080,2050,57491,0.9
9058,41083,1240,26352,0.92
9059,41086,2530,47969,0.92
9060,41091,31410,1204896,0.92
9061,41092,4730,127906,0.93
9062,41093,2860,39145,0.92
9063,41094,18540,461645,0.93
9064,41095,4490,74500,0.92
9065,41097,7920,146068,0.92
9066,41098,1830,28037,0.92
9067,41101,18000,445516,0.9
9068,41102,20420,450126,0.89
9069,41121,1770,30541,0.92
9070,41124,860,11199,0.93
9071,41129,9740,227856,0.89
9072,41132,370,5468,0.92
9073,41139,8880,174842,0.89
9074,41141,2590,35366,0.94
9075,41143,14890,265291,0.91
9076,41144,10650,196706,0.9
9077,41146,490,5889,0.92
9078,41149,510,5437,0.94
9079,41159,480,5306,1.0
9080,41164,12630,186188,0.92
9081,41166,750,10130,0.93
9082,41168,3020,56316,0.91
9083,41169,6370,152179,0.87
9084,41171,3880,54547,0.92
9085,41174,1070,20685,0.89
9086,41175,5810,102613,0.91
9087,41179,7640,104314,0.93
9088,41180,1010,13006,0.92
9089,41183,1810,32938,0.9
9090,41189,2690,43931,0.91
9091,41203,430,5031,0.93
9092,41204,440,5424,0.93
9093,41214,570,6130,0.96
9094,41216,1160,21569,0.92
9095,41219,2020,26131,0.94
9096,41222,2450,40380,0.92
9097,41224,4420,67033,0.92
9098,41230,12360,196209,0.93
9099,41231,910,11796,0.93
9100,41232,650,8034,0.94
9101,41234,510,6637,0.9
9102,41238,1240,19131,0.94
9103,41240,6260,113956,0.91
9104,41250,800,9722,0.95
9105,41254,550,7487,0.95
9106,41255,1030,13371,0.94
9107,41256,2310,52421,0.91
9108,41257,550,6940,0.95
9109,41260,620,9808,0.92
9110,41262,1020,11216,0.92
9111,41263,400,5032,1.0
9112,41264,470,6363,0.94
9113,41265,1690,27614,0.93
9114,41267,910,8503,0.96
9115,41268,630,10338,0.92
9116,41274,780,11594,0.92
9117,41301,5540,70337,0.93
9118,41311,5350,73966,0.92
9119,41314,4150,50750,0.93
9120,41317,350,4144,0.94
9121,41332,1130,14698,0.92
9122,41339,9430,134938,0.92
9123,41348,1280,15704,0.95
9124,41352,530,7384,0.92
9125,41360,360,5031,0.94
9126,41365,410,6187,0.93
9127,41385,650,6800,0.94
9128,41408,400,3777,0.95
9129,41421,340,4041,1.0
9130,41425,1070,13332,0.92
9131,41464,420,4528,0.93
9132,41465,10540,144892,0.93
9133,41472,8960,137507,0.91
9134,41501,18550,417583,0.92
9135,41503,540,12188,0.89
9136,41512,620,7786,0.92
9137,41513,410,6280,0.9
9138,41514,3500,52288,0.92
9139,41519,1030,16206,0.93
9140,41522,3690,52510,0.91
9141,41524,260,3892,0.88
9142,41527,550,16784,0.89
9143,41528,460,5675,0.93
9144,41531,930,14138,0.91
9145,41535,360,5459,0.94
9146,41537,3990,53252,0.93
9147,41539,1540,23255,0.94
9148,41540,330,5337,0.94
9149,41543,510,6784,0.94
9150,41544,720,8647,0.94
9151,41548,610,8566,0.93
9152,41553,1880,24812,0.93
9153,41554,670,8871,0.94
9154,41555,590,9000,0.92
9155,41557,1600,24553,0.93
9156,41558,590,8271,0.95
9157,41559,460,6859,0.93
9158,41560,570,7508,0.91
9159,41562,2240,29555,0.94
9160,41563,300,3117,0.93
9161,41564,960,14211,0.92
9162,41566,350,4199,0.94
9163,41568,590,5943,0.95
9164,41571,450,6653,0.91
9165,41572,3190,45159,0.93
9166,41601,1150,22896,0.89
9167,41602,760,10851,0.92
9168,41603,1500,24714,0.94
9169,41604,380,3878,1.0
9170,41605,910,13778,0.91
9171,41606,440,5252,0.89
9172,41607,340,4331,0.91
9173,41615,660,9823,0.92
9174,41616,560,7235,0.95
9175,41622,410,6184,0.9
9176,41630,930,13575,0.89
9177,41631,720,8316,0.94
9178,41632,420,5163,0.95
9179,41635,2660,44704,0.94
9180,41636,680,6354,0.94
9181,41640,1090,14878,0.91
9182,41642,580,8223,0.93
9183,41645,1050,15306,0.92
9184,41647,1420,18903,0.93
9185,41649,2300,35260,0.9
9186,41650,720,7152,0.94
9187,41653,10610,195856,0.91
9188,41655,750,7582,0.95
9189,41659,690,15069,0.91
9190,41660,670,6491,0.96
9191,41666,760,9202,0.93
9192,41667,370,3370,1.0
9193,41669,580,6010,0.95
9194,41701,12000,208466,0.93
9195,41712,310,3866,0.9
9196,41714,480,4107,0.96
9197,41719,1290,16413,0.93
9198,41721,580,7761,0.93
9199,41722,1770,22054,0.94
9200,41723,1150,10636,0.96
9201,41725,330,3745,0.94
9202,41727,1230,17136,0.95
9203,41731,930,13479,0.91
9204,41740,680,10768,0.94
9205,41746,700,8453,0.94
9206,41749,3520,53838,0.93
9207,41751,360,6593,0.89
9208,41754,440,5052,0.93
9209,41759,440,6160,0.91
9210,41763,480,5551,0.94
9211,41764,460,5799,0.93
9212,41773,1370,16789,0.94
9213,41774,2390,33826,0.92
9214,41776,1690,21787,0.94
9215,41777,630,7134,0.95
9216,41804,750,10521,0.91
9217,41815,690,9051,0.94
9218,41817,440,5328,0.93
9219,41821,360,5213,0.92
9220,41822,2790,59870,0.9
9221,41824,990,13790,0.92
9222,41825,400,4925,0.92
9223,41826,850,10918,0.91
9224,41828,590,7116,0.93
9225,41831,970,14451,0.93
9226,41832,370,5195,0.89
9227,41834,490,5425,0.94
9228,41835,650,8271,0.91
9229,41836,820,10171,0.93
9230,41837,1100,15121,0.93
9231,41838,400,6107,0.92
9232,41839,640,7860,0.94
9233,41840,1120,16046,0.93
9234,41843,690,8676,0.91
9235,41844,850,13324,0.91
9236,41847,420,6080,0.93
9237,41855,540,5709,0.94
9238,41858,6690,109926,0.92
9239,41862,660,9055,0.92
9240,42001,33230,1016643,0.88
9241,42003,30310,606709,0.89
9242,42020,2710,52743,0.9
9243,42021,1520,29566,0.89
9244,42023,2570,46654,0.88
9245,42024,1410,26790,0.89
9246,42025,21240,491730,0.88
9247,42027,2490,55444,0.88
9248,42028,610,10772,0.89
9249,42029,6820,150815,0.88
9250,42031,3190,60578,0.88
9251,42035,1170,26132,0.9
9252,42036,1340,22220,0.91
9253,42038,4490,114116,0.84
9254,42039,1780,33129,0.88
9255,42040,1240,21266,0.9
9256,42041,4160,69798,0.88
9257,42044,3670,93202,0.83
9258,42045,2230,52733,0.86
9259,42048,2320,34493,0.9
9260,42049,1720,27724,0.89
9261,42050,2620,36013,0.89
9262,42051,3610,68634,0.92
9263,42053,5550,121453,0.89
9264,42054,1050,23213,0.9
9265,42055,2400,59407,0.81
9266,42056,2170,39859,0.88
9267,42058,2510,45177,0.89
9268,42064,8450,139674,0.89
9269,42066,25460,445968,0.9
9270,42069,1140,24697,0.89
9271,42071,27290,623759,0.88
9272,42076,920,18779,0.83
9273,42078,1710,31648,0.88
9274,42079,1530,25946,0.9
9275,42081,2200,41635,0.89
9276,42082,2090,42940,0.88
9277,42083,320,6665,0.88
9278,42085,910,13353,0.89
9279,42086,4880,113955,0.89
9280,42087,2320,43492,0.88
9281,42088,2930,50473,0.9
9282,42101,60750,926966,0.94
9283,42103,24450,893220,0.89
9284,42104,41370,1002650,0.91
9285,42120,2460,33506,0.93
9286,42122,5910,173229,0.9
9287,42123,920,12875,0.9
9288,42127,6520,105050,0.9
9289,42129,7160,101223,0.91
9290,42133,1510,23172,0.9
9291,42134,19590,367368,0.91
9292,42140,1310,17197,0.91
9293,42141,34770,650875,0.91
9294,42154,860,10068,0.92
9295,42156,360,6320,0.86
9296,42157,540,5808,0.94
9297,42159,1370,27086,0.88
9298,42160,2260,32318,0.92
9299,42164,17590,316077,0.91
9300,42166,2390,33650,0.9
9301,42167,8310,136856,0.91
9302,42170,1850,38385,0.9
9303,42171,8450,157939,0.92
9304,42202,2710,47660,0.92
9305,42204,810,15737,0.91
9306,42206,6780,116286,0.93
9307,42207,1250,21195,0.9
9308,42210,4420,69692,0.91
9309,42211,14210,277504,0.88
9310,42214,820,10827,0.91
9311,42215,1550,27312,0.92
9312,42217,4100,72867,0.91
9313,42220,7510,123909,0.92
9314,42223,13860,156391,1.0
9315,42232,1020,21083,0.92
9316,42234,2370,38372,0.92
9317,42236,1190,23345,0.9
9318,42240,45120,841346,0.91
9319,42254,350,4529,0.91
9320,42256,5180,93048,0.9
9321,42259,890,14743,0.87
9322,42261,11300,179374,0.92
9323,42262,9230,103684,0.98
9324,42265,1040,31732,0.9
9325,42266,3280,50777,0.93
9326,42273,530,9071,0.89
9327,42274,2730,54439,0.89
9328,42275,940,13979,0.93
9329,42276,16310,304798,0.9
9330,42280,610,7306,0.93
9331,42285,440,7003,0.93
9332,42286,1820,35329,0.93
9333,42301,49150,1023715,0.9
9334,42303,46110,1103576,0.9
9335,42320,9260,143805,0.92
9336,42321,560,7834,0.93
9337,42323,1130,17621,0.93
9338,42324,1240,22968,0.9
9339,42325,2220,36894,0.91
9340,42326,380,5073,0.92
9341,42327,4580,97412,0.9
9342,42328,1520,23777,0.92
9343,42330,9180,156007,0.91
9344,42333,1230,15871,0.93
9345,42337,2020,25720,0.92
9346,42339,1050,15138,0.92
9347,42343,1980,29413,0.91
9348,42344,880,12144,0.91
9349,42345,11350,229563,0.89
9350,42347,6840,122965,0.91
9351,42348,5830,111446,0.92
9352,42349,1430,18519,0.92
9353,42350,1510,28060,0.89
9354,42351,4890,102785,0.9
9355,42352,2240,37968,0.89
9356,42354,340,5470,0.94
9357,42355,2160,45189,0.9
9358,42361,610,9877,0.92
9359,42366,7730,179255,0.91
9360,42367,970,14094,0.89
9361,42368,1510,24332,0.92
9362,42369,340,3901,0.91
9363,42371,450,8901,0.87
9364,42372,1940,33733,0.9
9365,42376,8060,174827,0.92
9366,42378,4240,85593,0.92
9367,42404,2500,53135,0.89
9368,42406,3220,62973,0.91
9369,42408,6170,104129,0.9
9370,42409,2490,54137,0.9
9371,42410,1320,17251,0.9
9372,42411,1710,31956,0.88
9373,42413,3470,97947,0.89
9374,42420,41110,881118,0.9
9375,42431,28200,611530,0.9
9376,42436,1490,36953,0.89
9377,42437,7690,163796,0.89
9378,42441,1590,31610,0.92
9379,42442,3360,55346,0.92
9380,42445,11880,218882,0.9
9381,42450,4060,72899,0.9
9382,42451,810,12707,0.91
9383,42452,2660,59854,0.89
9384,42453,620,8238,0.94
9385,42455,3980,66464,0.92
9386,42456,1980,41572,0.89
9387,42458,1110,21450,0.89
9388,42459,4550,84513,0.89
9389,42461,1630,32608,0.92
9390,42462,1580,36478,0.89
9391,42464,2070,35294,0.92
9392,42501,16840,269219,0.91
9393,42503,25930,565545,0.9
9394,42516,410,6246,0.9
9395,42518,2890,55638,0.89
9396,42519,3040,41076,0.9
9397,42528,1580,29266,0.92
9398,42533,990,13445,0.93
9399,42539,10550,137197,0.92
9400,42541,620,8933,0.92
9401,42544,5900,103366,0.88
9402,42553,5880,92928,0.93
9403,42565,720,10264,0.92
9404,42566,620,7858,0.9
9405,42567,6210,93103,0.92
9406,42602,9680,129262,0.91
9407,42603,480,5701,0.94
9408,42629,5160,89501,0.9
9409,42633,19050,274348,0.91
9410,42634,1240,11787,0.94
9411,42635,3440,38122,0.94
9412,42642,13810,207112,0.91
9413,42647,3600,40849,0.94
9414,42649,1530,16259,0.95
9415,42653,4400,52739,0.94
9416,42701,59800,1433568,0.9
9417,42712,2100,29878,0.91
9418,42713,1980,26491,0.93
9419,42715,540,5839,0.91
9420,42716,1840,28814,0.91
9421,42717,6310,94556,0.9
9422,42718,26310,463940,0.9
9423,42721,3830,56208,0.92
9424,42722,940,11952,0.93
9425,42724,5890,118087,0.91
9426,42726,5000,84242,0.91
9427,42728,16050,248630,0.91
9428,42729,1730,25825,0.91
9429,42732,1970,31164,0.9
9430,42733,1640,20456,0.93
9431,42740,2120,45622,0.88
9432,42741,280,3558,0.86
9433,42743,9090,140361,0.9
9434,42746,2100,26389,0.92
9435,42748,9970,186765,0.9
9436,42749,5490,79299,0.91
9437,42753,650,7704,0.91
9438,42754,16010,266486,0.92
9439,42757,3290,49930,0.9
9440,42762,600,7726,0.95
9441,42764,600,8358,0.9
9442,42765,7180,104292,0.92
9443,42776,2930,54220,0.9
